OBJECTID,NETWORK_AREA,CORRIDOR_ID,CORRIDOR_DESCR,LINK_ID,LINK_DESCR,LINK_FROM,LINK_TO,LINK_FLOW,LINK_DIRN,LINK_SEQ,GEOLOCSTLength
6183047,South West,1071170,Stakehill Rd West,51699,Stakehill Rd West,Ennis Av & Mandurah Rd,Forty Rd,O,,1,0.00950311421241796
6183048,South West,1071410,Goddard St,51709,Goddard St,Market St,Dixon Rd,O,,1,0.00544947603603486
6183049,South West,1071580,Chalgrove Av,51719,Chalgrove Av,Centaurus St & Read St,Whitfield St & McNicholl St & Contest Pde,O,,1,0.0096646578299466
6183050,South West,1071580,Chalgrove Av,51720,Chalgrove Av,Whitfield St & McNicholl St & Contest Pde,Louise St & Goddard St,O,,2,0.00198968330144875
6183051,South West,1071581,Whitfield St,51729,Whitfield St,McNicholl St & Chalgrove Av & Contest Pde,Ako L,O,,1,0.00251702850291319
6183052,South West,1071582,Central Prom,51738,Central Prom,Syren St & Civic Bvd,Contest Pde,O,,1,0.00137908952872464
6183053,South West,1071582,Central Prom,51739,Central Prom,Contest Pde,Whitfield St,O,,2,0.0015275229953591
6183054,South West,1072055,Norseman App,51749,Norseman App,Mennock App,Safety Bay Rd & Burlington Dr,O,,1,0.00231383890912798
6183055,South West,1072133,Settlers Av,51760,Settlers Av,Safety Bay Rd,Nancy Ally,O,,1,0.00276857565387661
6183056,South West,1072167,Contest Pde,51770,Contest Pde,Council Av & Kitson St,Central Prom,O,,1,0.00314807376107647
6183057,South West,1072167,Contest Pde,51771,Contest Pde,Central Prom,Ako L,O,,2,0.00102524165061248
6183058,South West,1072275,Burlington Dr,51780,Burlington Dr,Safety Bay Rd & Norseman App,Norwood Av,O,,1,0.00257625344013442
6183059,South West,1072623,Adelong Av,51790,Adelong Av,Warnbro Sound Av & Aurea Bvd,Allatoona Av,O,,1,0.00387342980615216
6183060,South West,1072648,Aurea Bvd,51800,Aurea Bvd,Warnbro Sound Av & Adelong Av,Arizona Pde,O,,1,0.00334184431106124
6183061,South West,1072660,Kulija Rd,51809,Kulija Rd,Mundijong Rd,Mundijong Rd on to Kwinana Fwy (Northbound) & Kwinana Fwy (Northbound) off to Mundijong Rd,O,,1,0.000718133546191689
6183062,South West,1072660,Kulija Rd,51810,Kulija Rd,Mundijong Rd on to Kwinana Fwy (Northbound) & Kwinana Fwy (Northbound) off to Mundijong Rd,Baldivis Rd,O,,2,0.00678830497585239
6183063,South East,1080133,Abernethy Rd,51820,Abernethy Rd,Beenyup Rd & South Western Hwy,Gordin Wy,O,,1,0.00477513610053692
6183064,South East,1080135,Beenyup Rd,51830,Beenyup Rd,Abernethy Rd & South Western Hwy,Amy St,O,,1,0.00405302562907133
6183065,South East,1080302,Rowley Rd,51861,Rowley Rd,Kargotich Rd,Tonkin Hwy,O,,1,0.00557482754195748
6183066,South East,1080302,Rowley Rd,51862,Rowley Rd,Tonkin Hwy,Lexington Av & Lentara View,O,,2,0.00488589926300971
6183067,North West,1100004,Gnangara Rd,52422,Gnangara Rd,Wanneroo Rd,Klaraborg Dr,O,,1,0.00953134482694141
6183068,North West,1100004,Gnangara Rd,52431,Gnangara Rd,Mirrabooka Av,Ocean Reef Rd & Sydney Rd,O,,2,0.00378808673652076
6183069,North East,1090602,Altone Rd,51962,Altone Rd,Reid Hwy,Marshall Rd,O,,3,0.00612284986657405
6183070,North East,1090655,Beechboro Rd North,51972,Beechboro Rd North,Wandoo Rd & Beechboro Rd North,Reid Hwy,O,,1,0.00956312313434848
6183071,North East,1090655,Beechboro Rd North,51973,Beechboro Rd North,Reid Hwy,Marshall Rd,O,,2,0.00659934732961053
6183072,North East,1090655,Beechboro Rd North,51974,Beechboro Rd North,Marshall Rd,Hepburn Link,O,,3,0.0176687689859517
6183073,North East,1090662,Malaga Dr,51993,Malaga Dr,Malaga Dr,Malaga Dr on to Reid Hwy (EB) & Reid Hwy (EB) off to Malaga Dr,O,,1,0.000598548555033156
6183074,North East,1090662,Malaga Dr,51994,Malaga Dr,Malaga Dr on to Reid Hwy (EB) & Reid Hwy (EB) off to Malaga Dr,Truganina Rd,O,,2,0.00406752745421761
6183075,North East,1090662,Malaga Dr,51995,Malaga Dr,Truganina Rd,Marshall Rd & Beach Rd,O,,3,0.00829129808317811
6183076,North East,1090697,Beach Rd,52005,Beach Rd,Beach Rd & Alexander Dr,Marshall Rd & Malaga Dr,O,,1,0.0167654614295384
6183077,North East,1090698,Alexander Dr,52018,Alexander Dr,Beach Rd & Alexander Dr,Illawarra Cr,O,,4,0.00484232761739389
6183078,North East,1090698,Alexander Dr,52019,Alexander Dr,Illawarra Cr,Marangaroo Dr & Alexander Dr,O,,5,0.0109821987660838
6183079,North East,1090701,Marangaroo Dr,52030,Marangaroo Dr,Marangaroo Dr & Alexander Dr,Illawarra Cr,O,,1,0.00919567629800349
6183080,North East,1090773,Illawarra Cr,52040,Illawarra Cr,Alexander Dr,Vista Pde,O,,1,0.00819887671602468
6183081,North East,1090773,Illawarra Cr,52050,Illawarra Cr,Oxleigh Dr,Alexander Dr,O,,7,0.00828000201773789
6183082,North East,1090838,Millhouse Rd,52060,Millhouse Rd,Holdsworth Av,Egerton Dr & Verbana Dr,O,,1,0.004142543681609
6183083,North East,1090838,Millhouse Rd,52061,Millhouse Rd,Egerton Dr & Verbana Dr,Manila Wy,O,,2,0.00499847045648465
6183084,North East,1090905,Terrace Rd,52071,Terrace Rd,East St,Allpike St,O,,1,0.00270638318645739
6183085,North East,1090923,Meadow St,52081,Meadow St,West Swan Rd & Swan St,James St,O,,1,0.00210532577333546
6183086,North East,1090923,Meadow St,52082,Meadow St,James St,Helena St,O,,2,0.00209395712721638
6183087,North East,1090955,Kalamunda Rd,52093,Kalamunda Rd,Great Eastern Hwy,Great Eastern Hwy Bypass,O,,1,0.00925192977516943
6183088,North East,1090955,Kalamunda Rd,52094,Kalamunda Rd,Great Eastern Hwy Bypass,Kalamunda Rd,O,,2,0.00823379661653894
6183089,North East,1090987,Stirling Cr,52104,Stirling Cr,Stirling Cr & Adelaide St & Adelaide St West,Great Eastern Hwy Bypass,O,,1,0.0102145609475354
6183090,North East,1090987,Stirling Cr,52105,Stirling Cr,Great Eastern Hwy Bypass,Bushmead Rd,O,,2,0.00695433187752364
6183091,North East,1091114,Morrison Rd,52114,Morrison Rd,Amherst Rd,Great Eastern Hwy,O,,1,0.000967267272484794
6183092,North East,1091114,Morrison Rd,52115,Morrison Rd,Great Eastern Hwy,Keane St & Great Northern Hwy,O,,2,0.011771921229632
6183093,North East,1091114,Morrison Rd,52116,Morrison Rd,Keane St & Great Northern Hwy,Lloyd St,O,,3,0.00960464451176444
6183094,North East,1091114,Morrison Rd,52117,Morrison Rd,Lloyd St,Roe Hwy & Morrison Rd,O,,4,0.0131002027412596
6183095,North East,1091127,Helena St,52128,Helena St,The Crescent,Great Eastern Hwy,O,,1,0.000266646643271231
6183096,North East,1091127,Helena St,52129,Helena St,Great Eastern Hwy,Victoria St,O,,2,0.00142219920083062
6183097,North East,1091127,Helena St,52130,Helena St,Victoria St,Yelverton Dr,O,,3,0.00172890512664923
6183098,North East,1091127,Helena St,52131,Helena St,Yelverton Dr,Foundry Rd,O,,4,0.000987330363510804
6183099,North East,1091129,Keane St,52138,Keane St,Morrison Rd & Great Northern Hwy,The Crescent,O,,1,0.00299090187541339
6183100,North East,1091131,The Crescent,52148,The Crescent,Helena St,Lloyd St,O,,1,0.0114446620543239
6183101,North East,1091170,Padbury Tce,52158,Padbury Tce,Midland Gate South West Access Rd & Great Eastern Hwy,Railway Pde,O,,1,0.0022888676334804
6183102,North East,1091173,Lloyd St,52166,Lloyd St,Coppershop Rd,Clayton St,O,,1,0.0012867738869772
6183103,North East,1091173,Lloyd St,52167,Lloyd St,Clayton St,Great Eastern Hwy,O,,2,0.00478897160761831
6183104,North East,1091173,Lloyd St,52168,Lloyd St,Great Eastern Hwy,The Crescent,O,,3,0.00323183417841347
6183105,North East,1091173,Lloyd St,52169,Lloyd St,The Crescent,Morrison Rd,O,,4,0.00279382792452017
6183106,North East,1091173,Lloyd St,52170,Lloyd St,Morrison Rd,Toodyay Rd,O,,5,0.0142195213302273
6183107,North East,1091173,Lloyd St,52171,Lloyd St,Toodyay Rd,Bishop Rd,O,,6,0.00464704541769241
6183108,North East,1091185,Robinson Rd,52181,Robinson Rd,Elgee Rd,Clayton St & Roe Hwy (Northbound) off to Clayton St,O,,1,0.00423871355681993
6183109,North East,1091195,Horace St,52192,Horace St,Harold St,Great Eastern Hwy & Farrall Rd,O,,1,0.00302024415928943
6183110,North East,1091232,Clayton St,52202,Clayton St,Centennial Pl,Lloyd St,O,,1,0.00630386207228851
6183111,North East,1091232,Clayton St,52203,Clayton St,Lloyd St,Roe Hwy (Northbound) off to Clayton St & Robinson Rd,O,,2,0.0113633929339201
6183112,North East,1091232,Clayton St,52204,Clayton St,Roe Hwy (Northbound) off to Clayton St & Robinson Rd,Rason Pde East,O,,3,0.0010457076946504
6183113,North East,1091232,Clayton St,52205,Clayton St,Rason Pde East,Henkin St,O,,4,0.0041750304752921
6183114,North East,1091238,Rason Pde East,52215,Rason Pde East,Clayton St,Henkin St & Purton Pl,O,,1,0.00522883316820311
6183115,North East,1091376,Toodyay Rd,52225,Toodyay Rd,Eveline Rd & Great Northern Hwy,Lloyd St,O,,1,0.00820840001127822
6183116,North East,1091376,Toodyay Rd,52226,Toodyay Rd,Lloyd St,Roe Hwy & Toodyay Rd,O,,2,0.0104451400186737
6183117,North East,1091438,Bellefin Dr,52237,Bellefin Dr,Marshall Rd,Cassowary Dr,O,,1,0.0129810195761372
6183118,North East,1091579,Great Northern Hwy,52247,Great Northern Hwy,Keane St & Morrison Rd,Eveline Rd & Toodyay Rd,O,,1,0.0118420114894836
6183119,North East,1091579,Great Northern Hwy,52248,Great Northern Hwy,Eveline Rd & Toodyay Rd,Roe Hwy & Great Northern Hwy & Reid Hwy,O,,2,0.0124459300043538
6183120,North East,1092053,Abernethy Rd,52259,Abernethy Rd,Abernethy Rd & Adelaide St,Great Eastern Hwy Bypass,O,,1,0.00735857771513148
6183121,North East,1092096,Victoria Rd,52269,Victoria Rd,Narloo St,Malaga Dr,O,,1,0.00715329893622602
6183122,North East,1092096,Victoria Rd,52270,Victoria Rd,Malaga Dr,Victoria Rd & Alexander Dr,O,,2,0.0151429012201406
6183123,North East,1092147,The Broadway,52281,The Broadway,The Promenade & Main St,Pinegrove Dr West,O,,1,0.00604592347842885
6183124,North East,1092148,The Promenade,52290,The Promenade,Millhouse Rd & Pinaster Pde & Mornington Pwy,The Broadway & Main St,O,,1,0.00650710729612889
6183125,North East,1092148,The Promenade,52291,The Promenade,The Broadway & Main St,Brookmount Dr & Mangles Dr,O,,2,0.00781850314566791
6183126,North East,1092186,Yelverton Dr,52301,Yelverton Dr,Hebe L,Helena St,O,,1,0.00383371686277347
6183127,North East,1092186,Yelverton Dr,52302,Yelverton Dr,Helena St,Centennial Pl,O,,2,0.00399890133727752
6183128,North East,1092187,Centennial Pl,52313,Centennial Pl,Yelverton Dr,Centennial Pl - End Construction,O,,1,0.00238389468332297
6183129,North East,1092264,Egerton Dr,52323,Egerton Dr,Egerton Dr & Strinesdale Bvd,Millhouse Rd & Verbana Dr,O,,1,0.00404662701576663
6183130,North East,1092306,Main St,52334,Main St,The Broadway & The Promenade,The Parkway,O,,1,0.00330859758968574
6183131,North East,1092306,Main St,52335,Main St,The Parkway,Oval Vsta & Pinaster Pde,O,,2,0.00521831693927473
6183132,North East,1092307,The Parkway,52345,The Parkway,Pinaster Pde & Highpoint Bvd,Main St,O,,1,0.00801370246135792
6183133,North East,1092307,The Parkway,52346,The Parkway,Main St,Hesperia Pde,O,,2,0.00512872546282073
6183134,North East,1093001,Hepburn Av,52356,Hepburn Av,Hepburn Av & Alexander Dr,Hepburn Av - Start Dual,O,,1,0.0142526629195651
6183135,North East,1093160,Verbana Dr,52376,Verbana Dr,Millhouse Rd & Egerton Dr,Integra St,O,,1,0.0038131944483139
6183136,North East,1093588,Daviot Rd,52386,Daviot Rd,Lord St & Reid Hwy,Patricia St & Suffolk St,O,,1,0.00476842726242904
6183137,North West,1103098,Hester Av,52738,Hester Av,Anchorage Dr North & Marmion Av,Wanneroo Rd,O,,1,0.0196423709515737
6183138,North West,1103103,Lukin Dr,52749,Lukin Dr,Bradman Dr,Connolly Dr,O,,1,0.00704400438840734
6183139,North West,1103103,Lukin Dr,52750,Lukin Dr,Connolly Dr,Hinchinbrook Av,O,,2,0.00526466077221405
6183140,North West,1103105,Neerabup Rd,52760,Neerabup Rd,Anchorage Dr & Marmion Av,Key Largo Dr & McAllister Bvd,O,E,1,0.00266436393460937
6183141,North West,1103105,Neerabup Rd,52761,Neerabup Rd,Key Largo Dr & McAllister Bvd,Lower Keys Dr,O,E,2,0.00191239864350914
6183142,North West,1104582,Ocean Keys Bvd,52770,Ocean Keys Bvd,Marmion Av,Lower Keys Dr,O,,1,0.00689042409942781
6183143,North West,1104584,Key Largo Dr,52780,Key Largo Dr,McAllister Bvd & Neerabup Rd,Caribbean Cct,O,,1,0.00244662474025033
6183144,North West,1104716,Kingsbridge Bvd,52790,Kingsbridge Bvd,Jindalee Bvd & Marmion Av,Shelford Bvd & Camborne Pwy,O,,1,0.00535301495074978
6183145,North West,1104772,Camborne Pwy,52800,Camborne Pwy,Wilton Pwy,Reflection Bvd & Marmion Av,O,,1,0.00549913612479459
6183146,North West,1105173,Exmouth Dr,52811,Exmouth Dr,Bodorgan Av & Uppingham Wy,Butler Bvd,O,,1,0.00392616629336526
6183147,North West,1105173,Exmouth Dr,52812,Exmouth Dr,Butler Bvd,Mansfield Av & Clipstone Pwy,O,,2,0.00374283370079933
6183148,North West,1105344,Jindalee Bvd,52822,Jindalee Bvd,Marmion Av & Kingsbridge Bvd,Santa Barbara Pde,O,,1,0.00476276463389086
6183149,North West,1106075,Butler Bvd,52832,Butler Bvd,Marmion Av,Exmouth Dr,O,,1,0.00908105723349075
6183150,North West,1106075,Butler Bvd,52833,Butler Bvd,Exmouth Dr,Caistor Wy,O,,2,0.00289112893850332
6183151,North West,1106570,Peony Bvd,52843,Peony Bvd,Kakadu Rd,Marmion Av & Lagoon Dr,O,,1,0.00316070837178441
6183152,North West,1106630,McAllister Bvd,52853,McAllister Bvd,Key Largo Dr & Neerabup Rd,Rigel Wy,O,,1,0.00317953427151222
6183153,North West,1106737,Aviator Bvd,52863,Aviator Bvd,Marmion Av,Roulettes Pde,O,,1,0.0065323892415323
6183154,North West,1106920,Niche Pde,52873,Niche Pde,Fortitude Bvd & Ocean Reef Rd,Wisdom Tce,O,,1,0.00430728414417705
6183155,North West,1106939,Reflection Bvd,52883,Reflection Bvd,Marmion Av & Camborne Pwy,Marlinspike Bvd,O,,1,0.00231738932128862
6183156,North West,1106944,Fortitude Bvd,52893,Fortitude Bvd,Niche Pde & Ocean Reef Rd,Blaze Rd & Supreme Loop,O,,1,0.0034595723459974
6183157,North East,1110001,Walter Rd East,52903,Walter Rd East,Wicks St & Walter Rd East,Ivanhoe St,O,,1,0.0143142466420495
6183158,North East,1110001,Walter Rd East,52904,Walter Rd East,Ivanhoe St,Lord St,O,,2,0.00782306748009828
6183159,North East,1110004,Ivanhoe St,52915,Ivanhoe St,Mary Cr,Walter Rd East,O,,1,0.00495406668428315
6183160,North East,1110004,Ivanhoe St,52916,Ivanhoe St,Walter Rd East,Lukin Wy,O,,2,0.00659263967295142
6183161,North East,1110006,Lord St,52926,Lord St,Railway Pde & West Rd,Walter Rd East,O,,1,0.00543128676463317
6183162,North East,1110006,Lord St,52927,Lord St,Walter Rd East,Lord St & Morley Dr East,O,,2,0.0075199774649516
6183163,North East,1110007,West Rd,52937,West Rd,Palmerston St,Guildford Rd,O,,1,0.00437367230062265
6183164,North East,1110007,West Rd,52938,West Rd,Guildford Rd,Railway Pde & Lord St,O,,2,0.00184051870373833
6183165,North East,1110026,Old Perth Rd,52948,Old Perth Rd,Guildford Rd,Rosetta St,O,,1,0.00802505557438831
6183166,North West,1100168,Mirrabooka Av,52443,Mirrabooka Av,Beach Rd & Mirrabooka Av,Marangaroo Dr,O,,1,0.0130100880342306
6183167,North West,1100168,Mirrabooka Av,52444,Mirrabooka Av,Marangaroo Dr,Rawlinson Dr,O,,2,0.00747363023124523
6183168,North West,1100178,Girrawheen Av,52454,Girrawheen Av,Marangaroo Dr,Beach Rd & Princess Rd,O,,1,0.0142743079547936
6183169,North West,1100197,Templeton Cr,52465,Templeton Cr,Blackmore Av,Marangaroo Dr,O,,1,0.00485891199913299
6183170,North West,1100215,Sydney Rd,52476,Sydney Rd,Gnangara Rd & Ocean Reef Rd,Fortitude Bvd,O,,1,0.00469669383359071
6183171,North West,1100222,Kingsway,52486,Kingsway,Wanneroo Rd & Woodlake Rtt,Sovrano Av & Bellerive Bvd,O,,1,0.00716451766755198
6183172,North West,1100250,Pinjar Rd,52496,Pinjar Rd,Wanneroo Rd,Hollosy Wy & Caporn St,O,,1,0.0112768636760496
6183173,North West,1100262,Dundebar Rd,52506,Dundebar Rd,Wanneroo Rd,Elizabeth Rd,O,,1,0.00835049872037343
6183174,North West,1100296,Hastings St,52516,Hastings St,Wanneroo Rd & Conlan Av,Frederick St,O,,1,0.00393950305511641
6183175,North West,1100402,Quinns Rd,52526,Quinns Rd,Marmion Av,Elliston Pde,O,,1,0.00556602200689292
6183176,North West,1100474,Flynn Dr,52536,Flynn Dr,Wanneroo Rd,Tranquil Dr,O,E,1,0.0198220861809724
6183177,North West,1100678,Wallawa St,52546,Wallawa St,Wanneroo Rd,Banyandah Bvd,O,,1,0.00427404324829984
6183178,North West,1100866,Butterworth Av,52556,Butterworth Av,Waddington Cr,Beach Rd,O,,1,0.00530676497263472
6183179,North West,1100884,Conlan Av,52567,Conlan Av,Wanneroo Rd & Hastings St,Conlan Av - End Road,O,,1,0.00126679976881771
6183180,North West,1101130,Giralt Rd,52577,Giralt Rd,Bicknor St,Hepburn Av,O,,1,0.00489594119569031
6183181,North West,1101183,Lenore Rd,52588,Lenore Rd,Hartman Dr & Ocean Reef Rd,Lenore Rd - End of Dual,O,,1,0.00764193434482626
6183182,North West,1101267,Prindiville Dr,52598,Prindiville Dr,Irwin Rd,Wanneroo Rd,O,,1,0.00999841227100318
6183183,North West,1101268,Hartman Dr,52609,Hartman Dr,Prindiville Dr,Lenore Rd & Ocean Reef Rd,O,,1,0.00437650724772808
6183184,North West,1101403,Marangaroo Dr,52632,Marangaroo Dr,Wanneroo Rd,Templeton Cr,O,,1,0.0105274804378755
6183185,North West,1101403,Marangaroo Dr,52633,Marangaroo Dr,Templeton Cr,Highclere Bvd,O,,2,0.0062777377644828
6183186,North West,1101403,Marangaroo Dr,52634,Marangaroo Dr,Highclere Bvd,Mirrabooka Av,O,,3,0.0173475480767465
6183187,North West,1101403,Marangaroo Dr,52635,Marangaroo Dr,Mirrabooka Av,The Avenue,O,,4,0.012869920803583
6183188,North West,1101403,Marangaroo Dr,52636,Marangaroo Dr,The Avenue,Marangaroo Dr & Alexander Dr,O,,5,0.0106471977044049
6183189,North West,1101483,Lagoon Dr,52647,Lagoon Dr,Marmion Av & Peony Bvd,St Ives Dr,O,,1,0.00332569211723284
6183190,North West,1101654,Alexander Dr,52657,Alexander Dr,Marangaroo Dr & Alexander Dr,Illawarra Cr,O,,1,0.00876435300906683
6183191,North West,1101654,Alexander Dr,52658,Alexander Dr,Illawarra Cr,Hepburn Av,O,,2,0.00538221170833146
6183192,North West,1101654,Alexander Dr,52659,Alexander Dr,Hepburn Av,Gnangara Rd,O,,3,0.0257602003672408
6183193,North West,1101654,Alexander Dr,52660,Alexander Dr,Gnangara Rd,Alexander Dr - End Road,O,,4,0.00392847331423949
6183194,North West,1101665,Joondalup Dr,52670,Joondalup Dr,Joondalup Dr,Wanneroo Rd,O,,1,0.0102709337442843
6183195,North West,1101665,Joondalup Dr,52671,Joondalup Dr,Wanneroo Rd,Waldburg Dr,O,,2,0.0138088280066929
6183196,North West,1101900,Hepburn Av,52681,Hepburn Av,Hepburn Av & Alexander Dr,Giralt Rd,O,,1,0.0416258437243058
6183197,North West,1101900,Hepburn Av,52682,Hepburn Av,Giralt Rd,Wanneroo Rd & Hepburn Av,O,,2,0.00488931046736902
6183198,North West,1102143,Beach Rd,52693,Beach Rd,Beach Rd & Wanneroo Rd,Girrawheen Av & Princess Rd,O,E,1,0.0170329865722529
6183199,North West,1102143,Beach Rd,52694,Beach Rd,Beach Rd & Girrawheen Av & Princess Rd,Beach Rd & Mirrabooka Av,O,E,2,0.0166706053014378
6183200,North West,1102143,Beach Rd,52695,Beach Rd,Beach Rd & Mirrabooka Av,Beach Rd & Butterworth Av,O,,3,0.00905349445331619
6183201,North West,1102143,Beach Rd,52696,Beach Rd,Beach Rd & Butterworth Av,Beach Rd & Alexander Dr,O,,4,0.0137067793595857
6183202,North West,1102151,Connolly Dr,52707,Connolly Dr,Tarbert Pde & Grand Paradiso Pde,Lukin Dr,O,,1,0.0061296074857315
6183203,North West,1102151,Connolly Dr,52708,Connolly Dr,Lukin Dr,Swavesey Av,O,,2,0.00534156205108874
6183204,North West,1102158,Highclere Bvd,52718,Highclere Bvd,Marangaroo Dr,Rawlinson Dr,O,,1,0.00786431630055519
6183205,North West,1102331,The Avenue,52728,The Avenue,Marangaroo Dr,Azelia St,O,,1,0.00556445624401662
6183206,South East,1130018,Alexander Rd,53478,Alexander Rd,Hardey Rd,Abernethy Rd,O,,1,0.0108024863783789
6183207,South East,1130018,Alexander Rd,53479,Alexander Rd,Abernethy Rd,Belmont Av,O,,2,0.00433471480269063
6183208,South East,1130018,Alexander Rd,53480,Alexander Rd,Belmont Av,Orrong Rd,O,,3,0.0142099820438427
6183209,South East,1130020,Fulham St,53490,Fulham St,Belgravia St,Abernethy Rd,O,,1,0.00551196195222423
6183210,South East,1130020,Fulham St,53491,Fulham St,Abernethy Rd,Belmont Av,O,,2,0.00438316073164886
6183211,South East,1130044,Fauntleroy Av,53501,Fauntleroy Av,Hilton Gr,Great Eastern Hwy,O,,1,0.00671270802519708
6183212,South East,1130044,Fauntleroy Av,53502,"Fauntleroy Av,Fauntleroy Rd (Federal)",Great Eastern Hwy,Kleinig Rd (Federal) & Bungana Av (Federal),O,,2,0.00328344474039097
