M_Link_ID,Volumes
925,36529671.0
926,29384836.0
927,26111142.0
928,24506340.0
929,15808874.0
930,15722626.0
931,14799996.0
932,17701323.0
933,20406798.0
934,14540921.0
935,14199561.0
936,7569201.0
937,13952433.0
938,13914358.0
939,14457606.0
940,16453487.0
941,17458386.0
942,15591462.0
943,12961242.0
944,16663032.0
945,19670831.0
946,16056326.0
947,23254956.0
948,24277754.0
949,36258595.0
950,47970791.0
951,37835374.0
952,58811724.0
953,60589825.0
954,60052871.0
955,58753146.0
956,47619693.0
957,41859474.0
958,32193717.0
959,31393721.0
960,37821107.0
961,33358404.0
962,37424150.0
963,40756616.0
964,35765340.0
965,30280176.0
966,29431036.0
967,23855645.0
968,21137587.0
969,22865645.0
970,18313153.0
971,16951904.0
972,17560441.0
973,18035678.0
974,9017795.0
975,21750410.0
976,16438516.0
977,17495863.0
978,18857695.0
979,15631509.0
980,21106418.0
981,21457445.0
982,21321277.0
983,28532566.0
984,31372066.0
985,32795808.0
986,35572961.0
987,32389326.0
988,34827817.0
989,39061554.0
990,36232654.0
991,36129543.0
992,51248748.0
993,48736814.0
994,38842398.0
995,65611872.0
996,68864089.0
997,53443008.0
998,20431003.0
999,12241211.0
1000,22994869.0
1001,37955251.0
1002,19554788.0
1003,19530506.0
1004,24164368.0
1005,24101857.0
1006,24340971.0
1007,24216909.0
1008,25390222.0
1009,20636382.0
1010,27092633.0
1011,28369901.0
1012,30507989.0
1013,29657560.0
1014,33119554.0
1015,35651570.0
1016,54912897.0
1017,48328622.0
1018,44046319.0
1019,57670627.0
1020,27821406.0
1021,14629153.0
1022,12514457.0
1023,29809826.0
1024,19188985.0
1025,20630283.0
1026,18285666.0
1027,16255810.0
1028,13195400.0
1029,13705102.0
1030,20971779.0
1031,22280800.0
1032,15288354.0
1033,17907950.0
1034,15350735.0
1035,10869388.0
1036,12777916.0
1037,14547456.0
1038,14011280.0
1039,24090236.0
1040,19709697.0
1041,7698878.0
1042,19779406.0
1043,21074787.0
1044,20787566.0
1045,20782499.0
1046,20017242.0
1047,13632024.0
1048,16306686.0
1049,18757125.0
1050,19387370.0
1051,24236940.0
1052,20722955.0
1053,9423619.0
1054,13158452.0
1055,29775784.0
1056,52224948.0
1057,49851218.0
1058,54147922.0
1059,49888013.0
1060,37001487.0
1061,37968053.0
1062,15788523.0
1063,33678348.0
1064,31258380.0
1065,32651414.0
1066,25647867.0
1067,24985862.0
1068,25006645.0
1069,24006964.0
1070,24539049.0
1071,18596574.0
1072,18594187.0
1073,18598187.0
1074,28173489.0
1075,28182120.0
1076,35764526.0
1077,18811627.0
1078,18606081.0
1079,24383343.0
1080,20418913.0
1081,18527067.0
1082,47764274.0
1083,45910767.0
1084,43068258.0
1085,38789237.0
1086,43403262.0
1087,46638922.0
1088,32691841.0
1089,29024882.0
1090,26353981.0
1091,25142413.0
1092,35229596.0
1093,35470003.0
1094,22767928.0
1095,16572708.0
1096,19522290.0
1097,26863555.0
1098,28034646.0
1099,33138655.0
1100,24039213.0
1101,29333019.0
1102,31355570.0
1103,32583969.0
1104,31066649.0
1105,40295678.0
1106,40804925.0
1107,44074641.0
1108,49842054.0
1109,49519622.0
1110,42787454.0
1138,21311368.0
1139,21464664.0
1140,14347017.0
1141,14980977.0
1142,14529367.0
1143,13787832.0
1144,21075388.0
1145,21768465.0
1146,14030215.0
1147,14033843.0
1148,1069577.0
1149,5402305.0
1150,9553382.0
1200,24705328.0
1201,18307157.0
1202,24825720.0
1203,14554314.0
1204,7886514.0
1205,15320590.0
1206,15310381.0
1207,23659106.0
1269,86315.0
1270,43503.0
1271,42670.0
1272,86421.0
5251,603669.0
5252,574629.0
5253,2689090.0
5254,327706.0
5255,1269364.0
5257,1095571.0
5258,111983.0
5272,1498152.0
5274,384032.0
5275,77755.0
5276,73059.0
5277,264594.0
5278,268031.0
5293,662776.0
5294,1297293.0
5295,702745.0
5296,662776.0
5298,0.0
5329,0.0
5330,0.0
5331,0.0
5332,0.0
5333,0.0
5353,1993028.0
5500,2510903.0
5501,2115487.0
5502,67983.0
5503,388555.0
5504,3333179.0
5506,2967277.0
5507,2319945.0
5508,2295949.0
5509,0.0
5510,1256690.0
5513,0.0
5514,2737053.0
5520,1446699.0
5521,481108.0
5522,400485.0
5523,638882.0
5524,767403.0
5525,3428897.0
5526,4712627.0
5529,0.0
5530,0.0
5531,0.0
5532,0.0
5533,0.0
5536,869138.0
5537,0.0
5538,0.0
5540,0.0
5541,0.0
5544,1296740.0
5545,0.0
5546,1265224.0
5547,684548.0
5548,733579.0
5549,1365887.0
5550,1354601.0
5551,1291578.0
5552,333569.0
5553,195804.0
5554,695311.0
5555,1256571.0
5556,875930.0
5557,722013.0
5558,577933.0
5559,1193014.0
5560,230186.0
5561,230186.0
5562,0.0
5563,0.0
5564,830239.0
5565,1595645.0
5570,616497.0
5571,712102.0
5572,0.0
5573,0.0
5574,845364.0
5575,993191.0
5576,0.0
5577,161347.0
5578,0.0
5579,0.0
5580,42225.0
5581,42225.0
5582,0.0
5587,235522.0
5588,833041.0
5589,1007427.0
5590,1007427.0
5595,0.0
5596,851740.0
5597,1047179.0
5598,1850279.0
5599,531527.0
5600,482651.0
5601,1035151.0
5602,1013724.0
5603,551079.0
5604,540631.0
5605,0.0
5606,0.0
5607,0.0
5608,0.0
5609,0.0
5610,0.0
5611,0.0
5612,992053.0
5613,924338.0
5616,3050550.0
5617,2847296.0
5618,519010.0
5619,1199288.0
5620,0.0
5621,122658.0
5622,132081.0
5623,869138.0
5624,0.0
5625,0.0
5626,0.0
5627,0.0
5628,0.0
5629,0.0
5630,0.0
5631,0.0
5632,0.0
5633,61728.0
5634,64917.0
5635,0.0
5636,0.0
5639,546220.0
5640,0.0
5641,79357.0
5643,0.0
5644,0.0
5649,0.0
5650,483327.0
5651,0.0
5652,478197.0
5653,1771653.0
5654,455659.0
5656,574417.0
5657,1114081.0
5658,2088922.0
5659,3014806.0
5660,73653.0
5661,620118.0
5662,620118.0
5663,64917.0
5664,1432884.0
5665,1368719.0
5666,1368719.0
5667,3179972.0
5668,1933971.0
5669,1882100.0
5670,590223.0
5671,3516591.0
5672,808057.0
5673,1132035.0
5674,1321091.0
5675,2169142.0
5676,894980.0
5677,0.0
5679,295503.0
5682,39650.0
5683,0.0
5684,0.0
5685,5695.0
5686,64010.0
5687,1247623.0
5688,1246002.0
5689,64010.0
5690,1434289.0
5691,516534.0
5692,715942.0
5693,1323766.0
5694,738819.0
5695,213896.0
5696,433474.0
5697,539104.0
5698,448895.0
5699,283429.0
5700,275376.0
5701,335932.0
5702,778171.0
5703,371517.0
5704,541335.0
5705,681844.0
5706,456708.0
5707,189155.0
5708,193295.0
5709,474530.0
5710,493156.0
5711,242217.0
5712,258338.0
5713,396915.0
5716,0.0
5717,0.0
5718,0.0
5719,0.0
5720,0.0
5721,0.0
5722,0.0
5723,0.0
5724,852323.0
5725,520750.0
5732,0.0
5733,0.0
5734,0.0
5735,0.0
5736,0.0
5737,0.0
5738,0.0
5739,0.0
5745,0.0
5748,0.0
5749,0.0
5750,0.0
5751,0.0
5752,0.0
5753,0.0
5754,0.0
5755,0.0
5756,0.0
5757,0.0
5758,0.0
5759,0.0
5760,131896.0
5761,0.0
5762,0.0
5763,0.0
5764,0.0
5765,131896.0
5766,0.0
5767,0.0
5768,0.0
5769,0.0
5770,0.0
5771,0.0
5772,0.0
5773,0.0
5774,0.0
5775,0.0
5786,0.0
5787,0.0
5789,875930.0
5790,0.0
5791,0.0
5792,0.0
5793,0.0
5797,521540.0
5798,564425.0
5799,1417312.0
5800,1015253.0
5801,1016656.0
5802,1493483.0
5803,1015892.0
5804,969866.0
5809,1946850.0
5810,0.0
5811,0.0
5812,2095708.0
5813,466870.0
5814,0.0
5815,0.0
5816,451326.0
5817,546635.0
5818,0.0
5819,0.0
5820,586222.0
5835,296576.0
5836,692076.0
5837,985983.0
5838,314940.0
5839,371545.0
5845,625900.0
5846,470366.0
5847,470366.0
5848,1163040.0
5849,0.0
5850,0.0
5851,0.0
5852,0.0
5853,692076.0
5870,0.0
5877,0.0
5881,500293.0
5882,668006.0
5883,1055653.0
5884,2363757.0
5885,713413.0
5886,2475689.0
5887,1985201.0
5888,1116102.0
5889,1465290.0
5890,2182609.0
5891,1025786.0
5892,1505381.0
5893,1585934.0
5894,718492.0
5895,575126.0
5896,892638.0
5897,476603.0
5898,446065.0
5899,573165.0
6001,0.0
6002,1387976.0
6003,754167.0
6004,1109370.0
6005,0.0
6006,0.0
6007,0.0
6008,0.0
6009,0.0
6010,0.0
6011,0.0
6012,0.0
6013,0.0
6014,0.0
6015,0.0
6016,1981190.0
6017,1927738.0
6018,782718.0
6019,79717.0
6020,951231.0
6021,59214.0
6022,199961.0
6023,154071.0
