osmid,risk_lvl
442932174,0
"[31002466, 4289007348, 4289007337, 4289007335, 4289007346]",0
"[4289007355, 4907088235, 4289007358]",1
4289007345,0
6236063800,1
4289007361,1
"[6236063821, 6236063822]",1
31002519,1
276575627,1
3127128478,1
277905653,1
3127127709,0
"[276575625, 6887553374, 6887553349, 3188189508, 6887553360]",0
31002846,1
"[31003493, 6244034274, 31292216, 6244034262, 6244034279, 6244034272, 6244034266, 6244034267, 6244034275]",0
1112796531,0
"[6141436667, 359030633, 6244081127]",1
359030529,1
6244034485,1
"[1846964839, 6244060464, 6244060462, 6244060463, 1846964817, 1846964825, 1846964876, 1846964901, 1846964896, 1846964918, 1846964912]",1
"[31003500, 6244148244]",1
31328327,1
"[347606420, 31292227, 2829159164, 2829159171, 6141468943, 9033007181]",1
346682367,1
"[346682368, 346681304]",0
31003504,1
598446529,0
31036866,1
31003508,0
"[6140173445, 6140015659, 346682369, 6140173440, 6140173418, 6140173402, 6140173483, 6140173421, 6140173457, 6140173463]",0
955878853,0
"[2671915304, 6244081095, 6244081098]",0
6141468950,0
6246455367,1
6192331420,1
"[31003543, 31003544, 1890669843, 1890669841]",1
6246455368,1
6192331442,1
1890669839,1
"[32881310, 6246414364, 579946103, 32881311]",1
"[31003564, 1890669814]",3
6261851515,1
"[579946113, 6261851519]",1
"[32881331, 32881332, 6246315811]",2
6246411417,2
31003575,1
6246355484,1
"[40454714, 6246355481]",1
"[11003386148, 600432311, 11010473767]",1
"[31003578, 31003579]",1
346763564,1
346764689,1
51402090,1
"[346763554, 6261160421, 600444841]",1
346763561,1
346764698,1
"[346764694, 346764691]",1
"[2958136485, 3029610793, 3029610791, 3029610801, 3029610799]",1
346763557,0
"[31003586, 31003587]",0
1886045861,1
"[1886045851, 1886045843, 1886045852]",1
6261169839,1
"[31337989, 31337990, 6218513793, 5557431662]",1
6261169847,1
"[31003600, 275222354]",1
"[5709078477, 347609535, 5709078475, 2732938928]",1
1835773857,0
347609515,0
275221167,1
1845429224,1
31003856,1
4920755153,1
31336060,0
31003860,1
31003889,1
33235904,2
4831797550,1
"[31003915, 260586264]",1
9042130008,1
1837752802,1
454344685,1
"[2965424673, 2965424672]",1
"[31003939, 1831700800]",1
"[2785570543, 223482300, 279517793, 2785570585, 2785570515, 11108855501, 2785570546, 3021949123, 2785570518, 3021949127, 2785570558, 3021949128]",1
223482311,1
"[6236472054, 355802733]",1
1885900825,1
355796786,1
31003940,1
"[355796751, 355796737]",1
355796739,1
"[31003952, 223482335]",1
354064858,0
11860632113,1
"[31003955, 355801518]",1
354065160,2
354065001,1
"[2957135207, 355802536, 2957135196, 3027350456, 1812296365, 2957135200, 1812296371, 1812296370, 2957135206, 3027350457]",1
"[31341888, 1812296390]",1
2957146040,1
31003961,1
31003972,1
354075928,1
301318120,1
"[9901723502, 1831715070, 1831715061, 9901723506]",1
11182470742,1
354075966,1
"[51788959, 6246239913]",1
354075916,1
301317835,1
301318105,1
4831790965,1
301316052,1
1831715066,1
1828606805,1
"[31003974, 6246239917, 766204079, 6246239916]",2
766204037,2
6246223879,0
"[60311312, 1837519778, 6246239929, 6246239930]",1
"[1828606794, 1828606797]",1
"[31003976, 6207168140]",0
"[43201291, 6207217945, 6207217942, 6207168138, 6207319909]",2
"[7162252725, 10222369948, 10222369949, 10222369947]",0
"[6207168129, 1754510807, 6207168127, 6207168126, 6207168146]",1
301317862,0
"[43201269, 6207217957, 354076127, 6207217947, 6207217948]",0
59967384,0
"[1828606801, 6207319912]",2
"[59967382, 6207168130, 6207168132]",1
6207319769,1
"[31003989, 6207319902, 6207375569, 1878600448, 6207327818, 6207319903]",1
"[6207319777, 52171085, 1878600463, 6207327821, 1878600457, 6207327819]",1
1878600464,0
"[43201218, 1902715223, 6207217953, 6207217952]",2
"[52171077, 1878600449]",1
635231797,2
"[59967379, 6207319781]",0
31003993,0
354076668,2
"[2957153642, 687148794, 687148795, 1868582478, 3022532240]",0
"[354078104, 1902715221, 354078116, 1868582479, 354078156, 1868582465, 627517518]",1
"[354076564, 9774460528]",0
"[31006974, 275223064, 275224366, 2902693826]",1
"[1832453333, 2902693825, 364906000, 1832453354]",1
"[6246254334, 594345786]",2
275223065,2
"[364905814, 364905820]",1
346639720,1
"[1832453376, 4752819859]",2
364905994,2
31015594,2
6192446263,0
31015604,0
"[32837326, 6246349062, 561206343, 302241964, 6246349061]",1
571126627,1
31015603,1
"[6192446253, 32837339, 260890898, 6192446243, 4664863504]",1
67072474,0
"[6192446249, 6192446246]",1
"[260890900, 6192446238, 6207195014, 6192446234, 6192446256, 6192446237, 6192446235, 6192446242, 6207195013]",0
571126625,0
"[6246537883, 6246538286, 2270167994, 6616527578, 2270167995, 6246537884, 2270168006, 6246538294, 6616527576, 6616527575]",2
"[31032182, 6246538304, 6246538303, 1521697470, 1521697473, 1521697428, 6246538302]",1
571459733,1
571459589,0
"[37565773, 6246538300]",1
31032187,0
37565854,1
"[6246579411, 6512733345, 6512733344, 6512733328, 6512733329, 6512733342]",0
37565770,2
37565759,0
31032190,0
"[6634855561, 6634855560]",0
37565766,0
37563943,1
"[6246584597, 6246584595, 6246584593, 677225938, 6246584594, 677225939, 677225940, 6246584598, 6246584599]",1
"[31032192, 6246423931]",1
"[5590985277, 6246423934, 5590985272, 5590985264, 5590985270, 5590985274, 5590985279]",1
37861866,1
"[37861850, 6246423929]",1
40429640,1
600444740,0
"[31036823, 6981956344, 686401680, 6981956365, 6257638677, 6257638678, 6981956351, 6981956362, 6981956333]",1
6244690014,1
6257436478,1
275196802,1
31036833,1
31036843,1
4988359083,1
6686011961,1
60818421,1
"[6140173464, 6140173454]",1
31036874,1
"[31037042, 275224162, 31292209, 2362656343, 275224164, 2362656339]",1
6142865805,1
"[359034258, 457091491, 6244372344, 6244372343]",1
"[9846161778, 6142947875, 6142947878, 6142947887, 9846161783, 9846161781]",1
"[359032040, 359032045]",1
"[275219189, 6244377077, 359035036, 6142865811, 6244377076]",2
"[31037043, 275224161, 6137582610, 6137582609]",0
"[281222849, 6142864456, 281223173, 6142864455]",1
5518721812,1
"[359030393, 6243715424, 6243715423, 6142865813]",0
"[6137582605, 6142865843]",0
"[365229761, 6142864480, 6142864459, 6142864460]",2
6244644316,3
2362619811,1
"[31037086, 6244270119, 277758310, 6244270118]",1
"[281224012, 6243686830, 281224066, 6243686829]",1
"[4656566369, 4656566368]",1
"[6244270117, 281224399]",1
"[31037089, 6241592819, 277758309, 6241592829]",1
"[281224590, 6241592813]",1
"[281224596, 281224679]",1
"[681652100, 681652070]",0
"[6241592826, 281214878]",0
6241592818,1
281224592,0
"[31037102, 277758299, 359727023, 359727032]",1
281214746,1
"[277758297, 6109049214, 6109046846, 277758873, 6109049213, 6109046854]",1
31037104,1
281213688,1
281213692,0
"[31037106, 281213675, 4145708741, 4145708744]",1
"[281213765, 281213770]",2
359727038,1
31037111,0
"[2958480319, 3034895122, 6226750959, 2958480315, 3034895118, 3034895120, 3034895121]",1
2958480309,0
6226750972,0
31037130,2
"[6226750984, 6226751888, 277758394]",1
"[31037170, 2958480253, 3034895107, 3034895113, 6226686110, 3034895110, 2958480243, 2958480247, 3034895114]",0
5821045815,0
359705597,1
277835988,0
"[6226686120, 420218766, 6226686123]",0
"[6226686098, 281225100, 6226686095, 6226686096, 281225101, 6226686099, 6226686092, 6226686089, 6226686097]",1
31037175,1
32032911,1
31037210,0
31037177,1
31037178,1
31037216,1
32014992,1
31037198,0
273127475,2
273127482,0
31231293,0
4856149286,0
4856149299,1
31037229,1
274937474,1
"[31037242, 6103862542, 277756838, 277756841, 277756842, 6103862534]",1
"[277834888, 6104197354]",0
"[277835575, 277835574]",0
"[32496371, 6103862713, 457321307, 457321304, 457321305, 457321306, 6103862579, 6103862571, 6103862575, 6103862688, 6103862729]",0
"[277834767, 6104197366]",0
277834800,1
"[6104197344, 6104197345]",2
31037323,2
6263231759,1
580849880,2
31037357,1
4656566359,1
31037365,1
"[4656566289, 4656566290, 4656566305]",0
32032153,0
4662857118,1
32032157,0
"[31037443, 1862744210, 681652051, 681652072, 681652106, 681652074]",1
"[277754918, 6104197383, 6104196379]",1
"[6104492653, 277753215]",1
"[277754196, 6104602168]",0
"[31037460, 6104492684]",0
"[277750577, 6104492789]",0
277748365,0
6104492468,0
"[6104492792, 277748855]",0
277750574,1
"[31037491, 6118385316, 966871604, 6118385317, 3803669572, 6118385315, 6118385350, 6118385351]",1
3803669571,1
60818209,0
"[1118372522, 6118385353]",3
60818330,0
"[31037535, 277835463, 5514245134, 6241348456]",0
"[430207717, 430207715, 430207726]",0
"[7083236743, 5514245135, 6103862736, 6103862743]",0
"[31037547, 32958737]",1
588394552,1
"[31037549, 281225194, 6076101397, 281225193, 6076101396, 6076101394]",2
"[281225180, 6076101392]",0
281225133,2
"[370584886, 6076101402]",1
370584884,1
370584879,1
430207739,1
370584880,3
31037558,1
1831966499,0
"[430207731, 393779892]",1
430207738,1
430207732,1
"[6209955400, 393180015]",0
"[6209955393, 439005049, 439005055, 439005069, 439005089, 6209955394, 439005101, 439005108, 439005120, 439005125]",1
430207737,1
31037559,1
430207694,2
1887416495,0
359715700,0
430207695,0
359715704,2
1887416538,0
"[31037572, 32958716]",0
"[32531268, 32531269, 32531270, 32531271]",0
"[588370775, 588370769]",1
"[588370827, 588370826]",1
1831953189,0
393179633,1
1831959232,0
4481013323,0
"[31037578, 32958706, 6244653448, 6244653447]",0
"[6244654156, 343795075, 343795071, 6244654157]",2
316170383,0
"[31486908, 635707953, 32958708, 635707955, 4145843073]",2
314505638,1
314505758,1
31047343,2
359724164,2
5998338565,1
"[1832060225, 6243859067]",0
"[1832060389, 6243859066, 1832078628, 6243859074]",0
"[359724142, 359724166]",0
693980968,0
"[6241690356, 33118398, 281227470, 6241690332, 6241690336, 6241690333, 6241699500, 6241690335]",1
"[1832060257, 6243859072]",1
"[31047405, 6118385361, 2958151916, 271629889, 2958151906, 6142802862, 6118385294, 6118385295]",1
2958151915,1
"[5518721797, 280735817]",1
"[280736390, 6118385339, 280736398, 6243799047, 6243799046]",1
"[3510531227, 6118385364, 6257234353]",2
31047477,1
"[6257352208, 1832007576, 1832007610, 6209955411, 1832007570, 1832007582, 1832007572, 1832007574, 1832007606, 6209955428, 1832007587]",1
"[6241812008, 6241812006, 6241812007, 696484491, 849576989, 696484498, 696484502, 849577000, 849576990, 849577001, 849577004, 6241812009]",2
359715574,1
359715568,1
359715663,1
"[32531298, 6209955405]",1
"[429505676, 439005796, 439005809, 439005813, 439005824, 849582237, 439005833, 849582240]",1
359715564,1
359715578,1
6076101562,1
6241868136,1
359715529,1
"[359715668, 6210029179]",1
"[31047498, 6241868126]",1
359721884,2
359722423,1
"[359719340, 6241868125]",1
"[6241984053, 6241984054, 1905759906, 1905759927, 1905759922, 6241914515, 1905759941, 1905759988, 1905759951, 1905759998, 1905759955, 6241914514]",0
"[6076101572, 359721901]",1
359721957,1
359722410,1
"[31047547, 6276414676, 6241868140, 6241868133, 6276414675]",1
"[359722578, 6276421690, 6276421686, 6276414673, 6276414674]",1
359722819,1
359715541,1
"[359722769, 6276414683]",1
31047571,1
280735618,1
2285561510,1
"[280735716, 11397217671, 11397177758, 11397177766]",2
"[53319367, 6243872794]",1
"[11397192035, 11397192022, 11397192019, 11397192016]",1
"[2285561524, 6210141441, 6210141438, 11915684474]",1
280734868,1
"[6539132104, 6539132085, 6539132098, 6539132086]",2
"[31047578, 6241814991, 6241814992]",1
"[6241825055, 359722964, 6241825053, 359722971, 6241825056, 6257328167, 6241825046, 6241825047]",1
359726220,1
1854198584,1
359722983,1
359722972,1
"[359722591, 6241825045]",1
31047600,1
1854198569,1
"[359723913, 6241690340]",1
31052307,1
"[1880162519, 5315974358]",1
6224789067,1
6120921709,1
"[1832748854, 6120921736]",2
"[31052353, 31072199, 6017113590, 51034254, 6017113593, 51034270, 6017113585, 6017113606]",1
6017113281,2
6118903797,1
6017113586,1
"[276569496, 276569498, 6345164436, 6224608565, 276569499]",0
"[31052396, 6105748607, 6105748608, 1721364414]",0
"[277627655, 6105748603]",1
6104492849,0
"[276568587, 7438225672, 276568596, 429711595]",1
"[276569800, 6105748598]",0
"[31052492, 6216310603, 6216310727, 314160173, 6216310740, 6216310744, 6216310731, 6216310739, 6216310762, 6216310732, 6216310735, 6216310736]",0
"[314504822, 6216310726]",1
"[314504129, 343789159]",1
"[314161397, 1092600020, 6278690189, 1092599898, 6278690190]",1
"[314160962, 6216310756, 6216310755, 6216310763]",1
"[31052504, 322029950, 6244688382]",1
316170409,1
314161404,1
313654580,2
"[31052510, 1880162815, 1880162816, 32958654, 6246158276]",1
313654582,0
31052511,0
32530404,1
31052535,1
"[35783762, 455967472, 6246160789, 455967486, 1886045960, 6246144083, 6246160788, 1886045958, 6246144073]",2
"[671373557, 6216042592]",0
31052554,1
"[456500837, 32881674, 6216042646]",1
"[31052555, 6216042624, 615106341, 6216042633, 6246168163]",1
671373484,0
"[35783774, 6246189356, 615106336, 615106331, 6246189354, 6246189355, 6246189350]",2
"[359010665, 1851860314, 1851860274, 6216042698, 1851860292, 1851860299, 1851860310, 5141053838]",1
"[615442487, 615107822, 615107827, 615107825, 1880162830, 615118976, 1880162831]",1
31052592,1
2203883225,2
33483648,1
31052594,1
31052595,1
59900971,1
31052598,1
70398420,1
65011442,1
59900962,1
70398393,1
31052599,1
59900421,1
571586607,1
1577031485,1
1577031459,1
"[31064250, 6981746099, 32033269, 696569727, 6981746098, 4640426277, 5516385656, 6981746104, 6981746091, 5516385658, 5516385660, 6981746096]",1
51940275,0
"[32033321, 51940173, 5100884500, 6981761232, 6243677905, 6243677919, 696569743, 6981761233, 6981761236, 4640426284, 6981761234, 6981761235, 6243677913]",0
"[51940229, 6243906595, 6243906602, 51940240, 6243906600, 6243910007, 6243910017, 6243906597, 6243910002, 6243910008]",1
"[31064255, 6875242013, 6875242027]",1
"[6200338440, 271365031, 271365033, 6198455697, 6200338449, 6200338448, 6200338441]",1
"[6192343664, 3097388454, 6874843830, 6192343649, 6874843834, 6874843831, 6874843869]",1
6198445642,1
"[278869081, 6198455695]",1
6039025238,1
31069613,3
33169203,1
33169112,1
33180847,1
33169180,1
33169188,1
33169111,1
33176571,0
"[31069633, 33178844]",2
31069635,1
"[33169171, 33169187]",1
33178852,1
31069639,1
33176585,1
33180859,1
33178882,1
33176559,2
33169173,1
31069641,1
31069642,1
"[31069960, 6257484775]",1
"[31069647, 571548990, 6257483685]",0
31069643,1
31069646,1
6257483686,1
31256313,0
31069645,1
31093376,1
33484580,0
33178894,1
33177399,2
"[31069973, 6228876992, 6144981520, 6144981532, 6144981529, 6270836737, 6270836738]",2
277838080,2
277838614,0
277838629,3
31069977,1
6227341387,0
"[6227341282, 6227341385, 6227341394]",1
"[277839256, 277838686, 277839255, 6227341400, 277839209, 1581094069, 4425458589, 277839254, 4425458590, 6144981538, 6227341404]",1
277838621,0
3830049064,0
"[31072183, 6304587601, 276568413, 276568425, 6304587597, 276568533, 6901279742, 280165041, 520155535, 6304587599]",1
"[280165428, 6901279768]",2
"[6142778413, 276569598, 276569599, 6142778420, 6142778410, 6142778419]",1
"[276569759, 276569760]",0
5362424211,1
280165040,0
"[1832748821, 1887557016, 6149753549, 6149753550]",2
"[31072248, 31072250, 6198183421, 31072249, 31072251]",2
"[275279341, 6198183431, 275279343, 6198183429]",1
6198183410,2
"[271361507, 271361505, 6209910867, 6209910866, 6209910870]",1
6198254774,1
6198183420,2
6198183405,0
"[275267050, 6280361695, 6280361697]",0
31072267,0
"[276574269, 6120840968, 6120844294]",0
6120840961,0
"[6120844348, 6120844320]",0
"[31072275, 6224789930, 31072276, 6118903818, 6224789935, 6899495743]",2
276574268,1
"[6351738501, 277845083, 6118903825, 6351738502]",1
"[31072290, 6224789916]",1
"[271363090, 6210095991, 6210095987, 271363096, 409799037]",1
"[31085498, 442615079, 442615064, 442615046, 6118903845, 6119086167]",1
"[276370945, 6118712690]",1
"[277845033, 6118903834]",1
"[277904938, 6118941344]",1
"[442615060, 276370950, 442615117, 442615105, 6118854192]",1
277843754,1
"[31085522, 6875692968, 6875692953, 31085524, 6875692962, 6119443566, 6875692946, 6875692947, 6875692954]",1
"[6192344627, 47408899, 277364412]",0
5491924300,0
"[276376722, 6119444908]",0
"[276576998, 6192344585, 6192343678, 276576999, 6192343684, 6192343683]",0
"[31085542, 6120844409, 199164213, 442614972, 442614973, 442614977]",1
"[1832750238, 6120844392]",1
"[1832750229, 6121063950]",1
"[1832750278, 6120922692]",1
"[1832750232, 6120844391]",1
"[31085566, 33025190, 6227167200, 31292172, 6227167193, 33025191, 6227167082, 11919525219, 5518549127, 5518549129, 6227167187, 6227167199, 6227167186]",1
6227167206,1
"[264120881, 264120882]",1
"[271377472, 271377473, 271377511, 6226630537, 6226630536, 6226630532, 271377512]",2
6227167048,1
"[274244774, 589428783]",1
"[31085602, 6209968559]",1
"[271359763, 6226630345, 271359762, 6226630352, 6226630347, 6226630340]",2
"[275267874, 275267875]",1
"[5793230318, 6226630351]",1
"[6094574662, 6226630348]",1
"[31085604, 6094574639, 271359564, 6226630361, 6226630357]",1
"[31085606, 31292157]",1
"[274955889, 6226630370]",1
275274624,1
"[275281373, 6198183389, 275281374, 6198183391, 560057071, 6198183409, 6198183390, 6198183407]",2
275274409,1
"[984961838, 5712629647, 6209941992]",1
31085829,2
"[6192344640, 6875692985, 6135423776, 6875692973, 6192344635, 6875692974, 6875692975, 6875692983]",1
6192344631,1
"[469412878, 556677130, 6135340000, 47385309, 556677190, 6135339992]",1
6119326540,2
"[31085885, 6198445643, 31085886, 6198445631, 6198445637, 6198445636]",0
6200338454,1
5341849990,1
"[6198455185, 441164026, 441164041, 441164042, 441164045, 441164049, 441164053]",1
"[31085898, 280726944, 6198254700, 31085899, 280726943, 6198254706, 6198254711]",1
"[275293702, 280727050, 6198455242, 6198455243]",1
6198254699,1
"[271364802, 6198254724, 6198254714, 6198254723, 6198254734]",0
31085909,1
6198254740,1
"[278869365, 6163248322]",1
31085915,1
"[6163128635, 6198254755, 271361788, 6163128627, 6163128633, 6163128634]",1
"[275287343, 6225228882, 6225228884, 6163128641, 6225228880]",1
31085920,1
"[6198254764, 275293012, 6007342495, 6007342496, 6007342497]",0
"[280190717, 6007342479]",0
"[31085926, 31085927, 6198254777, 6198254769, 6198254780]",0
6198183426,2
6198254782,0
31092882,1
"[31092884, 33235857, 655873440, 4171855916, 1878600098]",2
1715569185,2
"[4171854051, 4171854061, 6261691237]",2
"[33236041, 4171855981, 4171855971, 4171855972]",1
33235855,0
33235945,2
33178895,1
33484583,1
31093380,1
31093382,1
33484574,1
33484581,1
33484570,1
33484575,1
33484577,1
"[31255181, 37899924]",1
31093385,1
40408675,1
37899938,1
33484573,1
33180872,2
40408920,0
"[33169097, 33177383]",1
33180871,1
33484569,1
31093401,1
37549499,1
"[31255231, 6247106482, 33484541, 6247106836, 33484547, 6247106481, 6247106789, 6247106483]",1
37549515,1
6247106797,1
33180948,1
33484553,1
31093404,1
31093406,1
37886521,1
33180949,0
37886704,1
37886532,0
37886519,1
339950628,2
31128159,1
"[6278419548, 6278419551, 354075040]",1
354075063,1
3496185451,1
354074903,1
354075033,1
354075068,1
31128160,0
354074861,1
354074797,1
"[60311572, 60311575]",2
354074856,2
354074800,1
"[6515929216, 354075109]",2
50396820,0
"[6246189899, 6246189901, 6246189903, 6246189897]",1
50405193,1
"[6244313444, 6244313445, 6244313447]",1
354065222,1
"[31128165, 6244221254]",1
354065230,1
"[32017939, 6244319122, 6244319123, 1838672070, 6244319127]",1
"[6244221222, 354065220, 6244221259, 6244221228, 6244221227, 6244221223]",1
354065225,1
"[31128172, 60311371, 6244260589, 6244199418, 1838679222, 6244199419, 6244199421]",1
"[354064823, 6244205522]",0
"[60311588, 6244255841, 6244255855, 60311590]",0
"[60311595, 1812296354]",0
"[60311366, 354065148]",0
"[31128271, 5241916900, 31128273, 31128275, 5241916906, 31128276, 6235945033, 5241916908]",1
"[277916494, 6235945037]",1
"[277914522, 277914480, 6241647363, 6241647362, 6241647373]",1
"[279403826, 6235877328]",1
"[275211439, 279403934]",1
"[6241647378, 277916485]",1
"[31128291, 33023177, 277913313, 271365748]",1
277916385,0
"[279403912, 279403932]",1
279403967,0
6241639738,0
"[6241723478, 279402670, 6241723479, 279402671]",1
6226861718,1
"[33023184, 6241639739, 33023194, 6241639724, 6241639731, 6241639743, 6241639740, 6241639741]",1
275314839,1
275315808,0
275314838,0
31128306,0
275315118,0
275315514,1
275314730,1
275314145,1
275315515,1
275544917,0
277358445,0
277358374,1
442754066,0
277358375,1
31128339,1
31128357,0
277358382,1
277357923,0
6226630544,1
6225228099,1
"[31128368, 31128372, 6226630546, 31128369, 6226630552, 33023201, 6226630551]",1
493882254,1
"[274245417, 274245416, 6149975094, 6149975093]",2
10203138539,1
"[10755464838, 10755464823]",0
31128554,1
33026021,0
6138599713,2
1831882277,1
31128570,1
"[1765149136, 268904851, 1765149134, 1765149125]",1
1831882408,2
"[1765149126, 268904874]",1
1843461838,3
31128574,1
31128633,1
"[6226648884, 1837015595, 1837015816, 1837015731, 1837015815, 1837015771, 6226649285, 7082414961, 6226648883]",1
1839698782,1
1839698852,2
1839698363,0
1839698505,1
"[31128653, 1837015799, 6210298002, 6210298005]",1
"[6226569954, 1837015693, 1837015742, 2345175656, 2345175560, 2345175658, 2345175557]",1
"[247736791, 1837015691]",1
31128659,1
"[31128662, 2341562533, 2341562392, 2341562345, 2341562348, 2341562397, 2341562349, 2341562350, 2341562519, 2341562400, 2341562405]",1
2345175654,1
"[1837498780, 1837498726, 4153625312, 6278538475, 6278538474]",1
443127484,1
1839698824,1
1839698853,1
1839698927,0
"[2345175660, 2345175677]",1
1839698873,1
31128669,1
1839698974,1
31128673,1
1839698578,1
1839698276,1
1839698797,2
"[31128691, 437317823]",1
3469151122,2
355803245,0
"[2957217455, 2954038764, 1692567047, 2954038766, 3024700317, 2957217448, 2957217454, 3024700318, 3024700320, 2957217462, 2957217469, 3024700319]",0
3469151121,0
355802803,1
437317559,1
6285433532,1
31128728,1
"[6242073343, 6242073337, 332132913, 1894702500, 6242073344]",1
"[332131385, 6242073340]",1
"[31128730, 31339724, 6248925866, 6248925865]",1
"[561521021, 561521023, 6248925877, 6248925876]",1
2957206036,0
"[561521030, 6248925864, 561521028, 561521032, 561521031, 6248925863, 634998842, 634998853]",1
"[2957206053, 2957206040, 2975869906, 2957206047, 2975869907, 2957206052, 2975869910, 2975869911]",1
31128774,3
"[6466745831, 6466745878]",0
"[2984651733, 2956622665]",0
1717884508,0
"[31128818, 33023252, 6226630521, 6226630513, 279270666, 6226630512, 6226630507, 6226630518]",0
"[279406206, 279406207]",1
279270873,3
"[271377817, 271377818, 6241981693, 6241981722, 6241981699, 6241981700, 6241981721]",1
279406222,0
"[6163076792, 589448326, 589448325, 6163076793]",0
6226630517,0
31128958,0
31204096,0
"[6247166751, 6247166753, 6247166754, 6247166755, 632214704, 1886045987, 632214705, 632214707, 6247166752, 632214710, 5141042901, 6247166750]",1
31204110,1
31204109,1
32028411,1
31255123,1
31204294,1
2958125701,2
31292603,1
31292626,1
31229333,1
223489802,1
1717557885,1
4411652899,1
4856149293,1
569000899,1
31255121,1
32028524,1
"[33169094, 33169098]",0
"[6257473713, 33169089, 6257473709, 6257473714]",1
31255122,1
32028520,1
33169099,0
"[6257473707, 6257473700, 6257473698, 6257473696, 634785419, 6257473701, 634785422, 6257473704, 6257473694, 6257473695, 6257473706, 6257473699]",2
33180873,1
37549805,1
33169109,1
32028427,1
32028416,0
"[31255147, 31255159]",0
33169106,0
33169101,0
33169105,1
33176567,1
33169104,1
31255124,1
37894071,1
33176566,1
37894061,0
33176569,1
33176568,2
33169110,1
"[32028339, 32028513]",1
32028063,1
"[6247172848, 6247172846, 632214688, 5141042911, 632214689, 5141042905, 632214692, 5141042907, 632214694, 5141042910, 6247172849, 6247172847]",2
31255156,1
37549590,1
31255223,1
37549599,2
33484560,0
"[6247116532, 6247116535, 6247116529, 6247116537, 632214679, 6247116533, 6247116527, 6247116536, 6247116528, 6247116530, 6247116531, 6247116534]",0
"[6247172843, 6247172840, 1865597407, 1865597405, 1865597412, 1865597409, 6247172842, 1865597411, 1865597415, 1865597413, 1865597428, 6247172845]",1
33484578,1
"[33177400, 8153026599, 8153026598, 8153026597]",1
33019532,1
37867982,1
37867988,1
33180947,1
33177398,1
"[31263183, 31280186, 563693112, 563693114, 563693102, 563693103, 563693105, 563693106, 563693108]",1
31395806,1
31263184,1
"[6246973067, 6246973065, 6246973068, 6246973066]",0
"[32530215, 6218545477, 6218545476, 6218548116]",1
1619168646,2
"[31292061, 6142947819, 6143033387, 6143033388, 6243910313]",0
"[359065175, 6142947828]",0
"[359067188, 6143033391]",1
"[359063710, 6143032881]",1
"[368150658, 6142947810]",1
"[360191265, 6142947832]",1
"[359065160, 6142947840]",2
31292187,0
"[6227341216, 6227341264, 275240770, 6227341228, 275240771, 6227341222]",0
6227341221,1
6227335652,2
31336034,2
31292608,2
"[2958125705, 4637394085, 4104864135, 4104864136, 4637394077, 4637394084, 4637394086]",1
31293472,1
"[31293473, 1879844674, 31293475, 1879844676, 31293476, 53667976, 53667998, 53668007]",1
"[5551349320, 1879844682, 1879844680, 5551354621]",1
"[429797937, 429797935, 637053478, 429797936, 866723946, 429797939, 1879844662, 6197825404, 637053482, 6197825410, 637053488, 1879844660, 6200338455, 1879844661, 1879844663]",2
6226630413,0
31293477,2
370478680,2
6197825070,2
"[1879844681, 6200454510]",1
6200454515,1
370478236,1
"[31293510, 595527870, 5505908917, 595527873, 6209890720, 595527888, 6209890713, 5505908918, 6209890719]",0
6209890725,1
595527905,1
"[3939572916, 5248921568]",1
"[31293645, 33122628]",1
4988197533,1
6257489884,2
31328323,0
"[6244342863, 6244342868]",1
347567836,1
347051778,1
"[6244342869, 6244342864]",1
346657668,1
"[31328324, 347051863]",1
347052021,1
347052036,1
346681620,0
60818417,0
271137233,1
"[31328329, 6244148261]",0
6246634696,1
31335966,1
"[31335967, 677225931, 31335968, 6216202570, 31335970, 31335978, 677225928, 6216202546, 583312289, 583312290, 6216202569]",1
32530415,1
"[31335985, 6216202614]",1
32530494,1
"[6216202604, 31337929, 6216202573, 6216202584, 6216202610]",1
31337924,0
40425475,0
40425493,1
6216202575,1
6216202587,0
"[31335993, 6216042619]",1
"[358993564, 6216042616]",2
"[40425435, 40425445]",1
6216042692,1
358993555,1
"[31335994, 31335998, 1835325322, 31335999, 1835325367, 31336000, 1835325319, 606949301]",1
"[358993386, 6216255720, 358993549, 6216255717]",1
"[358993373, 6216042688]",1
40425566,1
358993428,1
358993618,1
"[6413375969, 358993538]",1
"[32881637, 6216202494, 6216042628, 6216042634, 6216202495]",0
358993356,0
"[31336006, 570102638]",0
"[616079106, 570099329, 570099384, 570099389]",1
"[31336010, 5141043169, 31336015, 5141043159, 570102578, 570099861, 570099867, 5141043165]",1
"[5240301077, 570099409, 6429588906, 728165159, 6985914511, 6985914515, 6246334420, 6246334423, 6985914509, 6246334422, 6985914520, 6985914529, 6985914513]",1
33483056,1
33485461,1
31336068,1
556791732,1
"[35125813, 35125811]",2
31337917,1
"[566514629, 31337919, 40418256]",1
"[35125806, 6216206531, 6216206528, 6216206538]",1
6216202616,1
6217953897,2
6217953896,1
31337933,1
6216202577,1
"[566514570, 566514577, 566514572, 566514578, 566514582, 566514586]",0
"[566514547, 6241561196, 566514558, 566514559, 566514562, 571098186]",1
"[31337941, 6216202595, 571098196, 6216202547, 6216202564, 6246423935]",0
31337942,0
"[31337945, 40429624]",0
"[40429760, 40429612]",0
32881300,1
"[32881305, 6246320333]",1
40429599,1
31337948,1
408003401,1
40455162,1
6246320335,0
408003403,1
