osmid,risk_lvl
556616556,1
"[556616454, 1988204664, 556616460, 1988204738, 6257772965, 6257772968, 6257772966, 6257772967, 1988204690, 1988204747, 1988204691, 1988204716]",2
556667302,1
556667303,1
556667319,1
556667348,1
1837006060,1
"[556667014, 5234523325, 5234523329]",1
556667016,1
5234523326,1
556667118,1
556667036,1
556667237,1
556667184,1
556667249,0
556667091,0
556667245,0
556667261,0
556667255,0
556667264,1
556667257,1
556667266,2
556667163,1
556667194,0
"[556667273, 556667288, 556667268, 556667292]",2
556667221,0
556667219,0
556667241,1
556667282,2
556667305,2
556667270,2
556667228,1
556667226,1
556667337,2
556667275,1
556667223,1
556667334,1
556667233,1
556667324,1
556667335,1
556667251,1
556667280,1
556667328,1
556667346,1
558009227,1
"[558009196, 558009190, 558009219]",1
558009238,1
6712444630,1
"[5441015290, 5441015291, 5441015292, 6046507576, 5441015293, 5441015294, 6046507577, 6046507570, 5441015296, 6046507574, 6046507579, 6046507578]",1
558352476,1
"[558352507, 558352508, 558352529]",2
558352552,0
558352200,0
558352714,1
"[558352256, 558352231, 558352265, 558352272]",2
6847408953,2
558352243,2
558352341,0
558352733,1
"[6847409695, 6847409686, 6847408982, 6847408981, 6847409685, 6847409691]",0
558352225,2
558352337,0
558352343,0
558352754,1
558352758,1
558352292,1
558352768,1
"[558352792, 558352782, 558352789]",0
558352580,1
4610023034,0
558352851,0
558352630,1
558352598,1
558352849,1
558352612,1
558352658,1
558352695,1
558352700,1
558352883,1
558352662,1
558352907,0
558352893,1
558352753,0
"[4610023046, 3517286923, 4610023018, 4610023059, 4610023038, 4610023039, 4610023045, 4610023052]",1
558531421,0
"[558531449, 558531448, 558531451, 558531453]",1
558531438,1
"[558531477, 558531471, 558531474, 1852022220, 6115341929, 6115341923, 6115341922]",1
1852022249,1
5097917883,0
5097917886,1
558531461,1
558531481,1
5097917887,1
558535349,1
6241842732,1
558535328,1
558535358,1
4066139148,1
558535355,2
4066139138,0
4066139151,0
558535373,0
558535353,1
558535380,0
"[558535454, 558535453, 558535458, 558535460]",0
558535410,2
558535423,0
4066139152,1
4066139166,1
4066139171,1
4066139164,1
4066139168,1
558535508,1
"[9872877049, 9872877047]",0
558535501,0
8120939743,0
558535531,0
8120939742,1
558535524,2
5781902024,1
9872877041,0
9872877034,1
9872877044,1
9872877042,0
"[9872877040, 9872877038]",0
8120939741,1
"[559352817, 664390657, 2764225963, 664390656, 6257608214, 1835391844, 1835391849, 6257608225, 6257608224, 2764225960]",1
6257608219,2
"[6257620183, 6257620180]",3
559410033,1
"[616261272, 616261289, 1852446500]",1
"[616261269, 1880162733, 1880162717, 1880162715]",1
3446055508,1
616261263,1
616261287,1
1852446405,1
790804540,1
"[559825680, 6191532945, 790804533, 6191532944]",1
1455834550,1
559825763,1
559825766,1
6191532948,1
559825769,1
559825762,1
559825688,1
10734032595,2
559842797,1
2799126326,0
1458475249,1
5751466875,1
5751466876,1
2799126337,1
2854410103,1
561222167,1
"[560522723, 3791341313, 561253215, 2593625390, 3791341318, 3791341316]",1
561222175,1
5028367294,1
561222180,1
561222191,1
1861842603,1
561246101,1
561243879,1
561245768,1
4308305120,1
561245774,1
11534206019,1
561245789,0
561245773,1
6257785917,0
5545644757,0
561245783,1
561245799,2
6257785919,0
1740616038,1
4813791078,1
561245790,1
5432591871,1
"[5432273916, 5432273918]",1
561248022,1
2420833361,1
2420833369,1
2420835123,1
2420833373,1
6192126024,0
562572242,1
1864508102,1
562598892,1
562572224,0
562576070,1
757569629,1
757569644,1
562576121,1
757569611,1
757569430,1
562576137,0
"[9922875562, 10135107108]",0
9922875596,0
"[9609007958, 11481319698, 9609007961, 9609007968, 9609007974]",0
"[562614319, 651292435, 651292429, 2069816283, 651292434]",0
6192164576,1
"[651292441, 651292439]",1
"[2121111621, 2153200808, 2121111624, 2121111640, 2121111636, 2121111642]",1
"[562614862, 568196221, 2486708934, 2019927906, 2032022005, 2032022010, 2486708929]",1
2032022018,0
"[6227023937, 6227023936]",0
"[651304530, 651304532, 651304531, 9196817096, 9196827438]",1
"[562614973, 2347690677, 2347690645, 2347690679, 2132098521, 2347690683]",0
2444709410,1
6227035453,1
2132098483,1
2132098514,0
"[2338871724, 6192164571, 2338871727, 6192164554, 6192164570]",2
"[562614982, 651221936]",1
651292456,0
"[6192164584, 2338871786, 6192164577, 6192164583, 6192164572, 6192164805, 6192164806]",2
6192164558,1
651292466,1
2338871804,1
"[1859762941, 6192164578, 6192164579, 2338871821]",2
2069816272,1
562615881,2
"[562615975, 562615948, 562615950]",1
"[2121111614, 2121111615]",1
562616191,1
5320286675,1
6044007880,1
563694389,1
1448738124,1
1448720691,1
1448738123,1
565827438,1
565827507,0
565827483,1
565827493,1
565827452,1
"[565828912, 565828913]",2
"[565828852, 565828860]",0
565827477,0
6241703458,1
565827568,0
565828718,0
565834286,1
565834393,1
565834296,1
565834400,1
565837771,1
565837778,1
566305198,2
"[6246379945, 6246379949, 6246379947, 1848367605, 1848367620, 1848367608, 1848367631, 6246379944, 1848367617, 1848367619, 1848367624, 1848367622]",0
579997137,2
1422777037,0
566316272,0
566327066,1
566685422,1
566892280,0
566892317,1
566892286,1
566892304,1
566892358,1
566892363,1
566892306,0
566892292,1
"[567851262, 567851264, 567851270, 567851269]",1
"[567851312, 567851313, 567851314]",1
567851289,0
"[567851304, 567851305]",0
567870112,0
567870118,2
567870115,1
1852022143,1
567870137,1
6241842731,1
8986024818,1
567870160,1
567870170,1
567870184,1
567870169,2
567870186,0
"[567870189, 567870190]",0
567870191,1
567870175,1
567870165,1
5097917878,1
567870172,1
567870176,0
567870195,0
567870197,2
567870198,1
567870196,1
567870193,1
567870194,0
"[6241842722, 567870200, 567870202, 6241842720, 6048532941, 567870204, 567870210, 6048532943, 567870205, 6048532937, 6048532938]",0
567870213,0
567870211,1
567870214,1
567870199,1
"[1849483874, 567870218]",0
567870215,1
1849483860,1
567870219,1
567870217,1
"[5097917873, 567870224, 5097917870, 5097917862, 5097917868, 6115341973, 6115341981, 6115341970, 6115341969]",1
567870216,1
5097917861,2
567870221,1
567870223,1
567870232,0
567870237,0
1849483852,1
"[568196143, 568196145, 568196184]",1
568196151,0
568196152,1
"[568196187, 568196186, 568196198]",1
3709247099,1
"[568196188, 568196168, 568196195]",0
568196153,0
"[568196175, 568196154, 568196169, 568196172, 568196173]",2
"[568196146, 568196201]",1
568196161,1
"[568196237, 6226850215, 6226850214, 6226850209, 6226850219, 6226850220]",2
2032022073,1
568197756,2
568197760,1
568197773,1
572448473,1
"[568940692, 823265288, 1852117342, 1852117343]",1
"[568973139, 6249822704]",1
4811535389,1
"[4814328834, 4811535356]",0
4950345731,0
6246265174,1
"[570019612, 1837981430]",1
"[571345719, 6200258256]",1
6200258262,1
1862784412,1
971771659,1
"[971775744, 971773303, 971775182, 971773326]",1
971773514,1
572450224,1
6248449703,1
1848367609,1
579997192,1
580409281,0
580409436,1
5754271062,1
6045953290,0
580409304,2
6045953294,1
605477608,0
583127671,2
7728270106,0
583127675,0
583698856,1
583698872,1
5762657953,1
"[584648456, 584652304, 584648457, 584652307]",3
584648458,0
584652351,1
5762657958,1
584648459,1
6257661730,1
"[1857181327, 1857181330, 1857181357, 1857181321, 1857323756, 1857323766, 6241464788, 6241464787, 1857323750, 1857323751, 1857323753, 1857323758]",2
587821151,1
587821019,3
587821131,1
587821038,0
587821146,1
587821045,1
587821059,1
587821145,2
587821549,0
587821569,0
587821614,1
587821632,1
587838291,1
587838311,3
587838449,0
587838452,1
587838456,0
588093126,1
588102355,0
588102371,0
588102472,0
6251236232,0
588115517,1
588115540,3
588115667,1
588115865,1
588115897,1
588115860,1
588115561,1
588115590,0
588115558,1
588115685,2
"[1882270836, 1882270842, 1882270838, 1882270839]",1
588115644,1
3048914430,1
588115830,0
2466505896,0
589247336,2
2502978364,0
589257694,0
589293891,1
589293874,1
589293794,0
3074939476,1
3074939478,1
9736203868,1
591399935,1
593721773,1
593721807,1
"[593721877, 6261593036, 6261593037]",1
603571261,1
605477655,1
9736203837,0
762092976,1
"[11865718295, 11865718311]",1
605477549,2
605477551,1
605477596,1
605477717,1
605477713,1
9053403406,1
9053403407,2
9053403409,1
605477711,2
605477724,0
10941237866,1
697325025,1
612698607,1
687174855,1
"[687174928, 687174845]",1
664390647,1
"[930148720, 3514862328]",1
5008566231,1
616208266,1
1862806512,0
1862806455,1
1862806493,1
5003441901,1
5003441870,1
4872182058,1
1862806490,1
1862806506,1
616238916,1
731942522,1
1835247894,1
1868692235,1
"[725882227, 1868692231, 1868692230, 725882221]",1
616266001,1
616265989,1
616261313,1
616266026,1
616580152,1
"[5476737322, 616265970, 5476737335, 5476737328]",1
616265988,1
1400539355,1
"[6537055232, 6537055214, 6537055219, 6537055213]",1
616566217,1
616565992,1
616566007,1
"[616566004, 5870321041, 1264738413, 5870321042, 709311370, 5870321033, 6537038078, 5870321030, 5870321040, 5870321043, 5870321044, 6537038079]",1
616566023,1
616566144,0
5998342048,1
"[616566039, 4784593861]",1
616566048,1
616566042,1
4784593872,1
616566022,0
616566132,0
616566027,1
616566032,1
5869836735,1
5869703381,1
4670749877,1
616566073,1
616566091,1
616566099,2
616566101,1
616566218,1
"[616566086, 6689470592]",0
616566219,0
"[616566094, 6689470587]",0
616566220,2
616566214,1
616566114,1
616566234,1
616566117,1
616566231,1
616566141,1
616566151,3
616566149,1
616566142,1
616566175,1
616566178,1
1400539357,1
616583929,1
6041125989,1
8705291944,1
6244081239,1
628925172,1
628943686,1
9977118216,1
"[628943472, 5082187963, 1573934904]",1
"[5639840949, 5639841021, 5639840969, 5639840971, 5639841030, 5639841022, 9977037172, 5639841024]",1
1836758992,1
631424227,3
6189439680,0
3459087634,1
"[634798550, 6115162603, 6115162597, 1859780081]",1
"[1878600772, 6115162607]",0
"[634798553, 634798567]",1
"[1256435189, 6115162596]",1
1256427956,1
1859780170,1
3459088581,1
"[3459088607, 3459088594, 3459088595, 3459088601, 4062234587, 4062236290, 3459088626, 4062234585, 9765912302]",1
634798557,1
1256427971,2
634798583,0
634798555,0
1859780215,2
1256427981,1
634798565,1
1859779995,1
1859780198,1
3294953888,1
5549091610,1
634798563,1
634798574,1
634798590,1
634798581,1
634798570,0
"[634798576, 634798572]",1
634798617,1
634798568,0
3294953867,0
3294953871,0
3294953865,1
634798624,0
634798595,0
"[634798585, 6115162593]",2
"[3459088261, 6189795880, 6189795879, 3459088217, 11093651017, 3459088273, 11093651008, 4062236239, 11093651007, 11093651016]",2
"[1859780206, 1859780171, 1859780130, 1859780174]",0
1256427959,0
3459088075,0
634811193,1
3459087625,0
634811183,1
634811194,1
3459087662,1
"[634811131, 5773584504]",1
634811151,2
"[634811132, 5773584507]",1
634811147,1
634815474,2
634815473,2
5773584508,1
"[5773584502, 634815477]",0
"[634811133, 5773584503, 5773584497, 5773584509]",1
"[634815486, 5773584489]",1
634815480,1
"[634811139, 3459088248, 3459088279, 3459088247, 4062236491, 4062236493, 3459088288, 4062236494, 4062236489]",1
"[634811141, 634815490]",1
"[5008551967, 5773583643]",1
634811216,1
634811169,1
"[634811201, 634811202]",1
634811218,0
"[634811146, 11093650992]",1
"[634811160, 11093650996]",1
634811163,1
634811155,0
634811150,0
4618461233,1
"[4618461238, 634811166]",1
634811186,0
4618461013,0
"[634811173, 4618461237]",2
634811168,1
634811178,0
"[634811177, 4618461235]",1
634811206,0
"[634811174, 4618461236]",0
634811195,0
634811196,0
634815455,2
992175590,2
"[3294953878, 6276734076, 6276734075, 5549104229]",1
"[2715635847, 2715635816, 9255224658, 2715635823, 2715635833, 5545646046, 2715635835, 2715635838, 2715635846]",1
3294953875,1
"[3294953879, 6276729791, 6276729792]",1
634815456,1
"[6207198615, 6114971545, 6207198624, 6207198625, 6114971557, 6207198614, 6207198606, 6207198616]",0
"[6115019603, 6115019624, 1859780006, 1859780184, 1859780011, 1859780191, 1859780065, 1859780189, 1859780150, 1859780172, 1859780168, 6115019610, 6115019617]",1
"[1859780051, 4618460870, 1859779979, 1859780080, 1859779981, 1859780077, 1859780005, 1859780030, 6189795878, 1859780041, 6189809748, 6189795877, 1859780137]",1
1859780157,2
"[6207198634, 6207198633, 6207198626]",1
634815467,1
3459088555,3
1859780034,1
5019964929,0
1119803012,2
1859780196,0
"[634815460, 6189864460, 5008551921, 6189809749]",0
"[6189864459, 1859780007, 1859780129, 1859780043, 1859780056, 6189864455, 6189864457, 1859780094, 1859780138, 1859780203, 6189864456, 6189864458]",1
6189809754,0
"[1860063041, 6189809757]",2
"[1859780064, 1859780205]",0
1859780193,0
5008551956,0
"[6115019360, 6115019596, 4618460851, 4618460846, 6115019361, 6115019384, 6115019368, 6115019379, 6115019383, 6115019371, 6115019592, 6115019591]",0
634815481,2
634815478,1
634815494,0
634815497,0
1859780202,1
1859780146,0
4564653648,1
635766126,1
635766200,0
636876693,0
636880915,1
636880980,1
636881028,1
1891057643,1
636881039,0
636881162,1
636881268,1
636889784,1
"[636881277, 6270950282, 636881290, 1846890935, 636881297, 1846890932, 1435417407, 6270953890, 6270953891, 6270953888, 6270950284]",0
636881284,1
636881247,1
"[636881317, 6266143072, 1846890928, 636881316, 1905738370, 1846890948, 1435417390, 1905738362, 1435417418, 1905738369, 1435417419, 1435417440, 1435417483]",1
636889792,1
"[6266143418, 6266143420, 636889804]",1
"[636881222, 1435417430, 6266143396, 636889837, 6266143389, 636889839, 5248924147, 1435417412, 6266143388, 1435417439, 1435417445, 5248924149]",2
636881231,1
636889820,0
636889843,1
636889753,1
636889923,1
"[636881262, 1905738380, 636881337, 6266143076, 636889935, 1435417406, 636889937, 6266143077, 1905738382, 1905738365, 6266143079, 1905738385]",0
636903745,0
636881327,0
636889893,2
"[636889945, 636889948]",2
638988100,0
636903746,1
636889653,1
636889680,1
636889630,1
636889722,0
636889728,1
636889759,1
636889730,0
636889832,1
636889797,1
636889811,1
636889806,0
636889884,2
636889854,1
636889898,2
636889929,1
636889903,0
636889952,1
636889960,2
636889967,0
636897238,0
636897280,1
636897273,1
636903670,1
636903713,1
636903669,1
636903658,1
636903656,1
1891568058,1
636903688,2
636903693,2
636903703,2
636903732,1
10039643447,1
636903725,1
636903800,1
10039643455,1
636903777,2
636903779,1
636903784,1
636903791,1
6241385420,1
5749700138,1
1858146241,1
6200424908,1
3523594403,1
638891142,1
638894533,1
638900291,1
2904394559,2
2904394634,2
638901758,2
638901755,1
638902612,1
638902630,1
6241089115,1
638902931,1
638905056,1
638905053,1
6200232160,2
638905062,1
245231120,1
"[638905082, 6192309921, 6192309906, 6192309920]",1
"[6192309924, 6200831758, 6192309926, 638905046, 1864342786, 5833457851, 1864342766, 1864342782, 1864342788, 6200831762, 6200831761, 6200831759]",0
"[638905099, 6192309935]",1
6192309923,0
638905086,0
"[6192309936, 1864288260]",0
638905079,2
"[6539532408, 6539532389, 6539532390]",0
638905122,1
1864330553,1
638905115,1
638905131,1
638905124,1
638905136,1
"[6200240054, 1864330445, 6200240057, 1864330456, 6200240055, 1864330468, 6200240059, 1864330476, 1864330478, 6200240060, 6200240056, 6200240058]",0
5003444822,0
5003441895,0
638905182,0
651292465,1
"[2444709543, 2444709541]",0
"[3790940946, 3790940945]",1
6192129537,1
"[762081131, 6200496191]",1
"[651292431, 651292442]",1
651292481,1
651292448,1
651294152,0
"[651292474, 651292486]",0
651292463,0
651292511,2
651292516,1
651292619,1
651292622,1
"[651294125, 651294102]",1
651294157,2
651294155,1
"[651294120, 651294118]",0
651294115,0
"[651292497, 651294146, 651294124, 2631579555, 6200458959, 651294140, 6200458957, 651294144, 1892319483, 6200458955, 2631579544, 5577257241]",0
"[651294117, 2631579566]",2
2631579570,1
"[6200458941, 6200458944, 6200458940, 6200458942, 6200458950]",1
651294150,1
651292519,1
651292620,1
651292631,1
"[6200447348, 6200447343, 6200447344, 651294161, 6200447346, 1858215764, 1858215862, 1858215793, 6200447347, 1858216111, 1858215974, 6200447345, 1858216261]",1
651292522,1
651292626,1
651294165,1
651292557,1
651294184,1
1878600708,1
"[6200496263, 6200496262]",0
651292537,1
2631631220,1
"[6200701605, 6200701612, 6200701609, 1858503622, 1858503684, 1858503637, 1858503660, 1858503736, 6200701606]",1
1858503745,1
651292540,1
"[2631631207, 2631631215]",1
"[651292568, 1858503697, 651292574, 1858503691, 651292575, 1858503656, 1858503681, 1858503658, 1858503687]",1
651294177,1
2631579535,1
"[5923668645, 1858503643, 1858503756, 1858503647, 1858503692, 1858503657, 1858503699, 1858503695, 1858503729, 5577257231]",0
5550624990,1
2631631201,2
651294167,1
2631631198,0
2631631193,1
651292545,1
"[651294166, 5550624992]",1
"[1858220758, 1858220750, 1858220749, 1858220763, 1858220783]",0
651294172,1
651294196,0
651294170,0
651294175,1
1858544323,1
1858544683,0
651301127,0
2657542841,1
651292562,1
1858544685,1
"[1858544862, 1858544822]",1
651301142,1
651301130,1
2657542728,1
2657542848,1
2657542799,1
"[651301168, 651301169]",1
651301148,1
651292590,0
651301167,1
651292595,1
651301173,1
651301171,1
651301172,1
"[651301170, 1858544848]",1
651301179,1
651292604,0
651301184,0
651294180,0
651294181,0
"[6241496046, 6241496043]",0
651294171,0
651292646,0
651294156,0
651294159,0
1872474604,3
651292653,1
651292651,0
651292642,0
651294185,1
651292655,1
651294186,1
651294193,1
651294195,0
"[651292669, 5568220838]",1
"[5568220839, 651294194]",0
651294178,0
"[5568165215, 5568165199, 5568165209, 5568165204, 5568165211]",0
2657542743,1
651294160,0
2631579548,1
"[6200458923, 6200458939]",1
651294158,1
651294154,1
"[6200458917, 2631579429]",1
2631631191,2
2631631178,1
651294176,0
2631631177,1
2631631196,2
"[1858220739, 1858220754, 1858220734, 1858220779, 1858220765]",2
6241496047,1
2631579303,1
651300674,1
651300681,2
1859709726,1
651300676,0
"[651300804, 651300805]",1
651300692,1
"[6201028934, 1859709729, 11035622494, 1859709733, 1859709735, 6008180226, 1859709744, 11035622496, 6114971569, 6008180230, 6008180233]",1
1859709717,0
651300682,1
651300683,1
"[651300691, 651300689, 11040114029, 651300703, 6189398875, 6189398876, 1859709685, 1859709687, 1859709688, 11040114037, 1859709692, 1859709694, 11040114023]",1
651300798,2
651300833,1
651300709,1
651300699,1
651300698,0
"[6189398878, 1428538813]",2
651300714,2
651300723,0
"[651300810, 651300822, 1859709666, 1859709676, 1859709645, 6200525336, 6200525332, 1859709663, 1859709669, 1859709672, 1859709671, 11035622410]",1
651300802,0
651300862,1
651300870,1
651300730,0
651300844,1
"[651300733, 651300786]",1
651300727,0
651300947,0
651300948,0
"[11034062837, 11034062838, 1859709474, 1859709471, 1859709476]",0
"[3459087660, 6189795874, 6189795876, 1859709518, 1859709526, 1859709524, 11040251524, 11040251536, 1859709528, 1859709533, 11040251531]",1
651300783,0
651303392,1
"[651303437, 6189795872]",1
651300952,2
"[6189799724, 1859709421, 1859709423, 6189799723]",2
"[651300946, 1858602082]",2
651300739,1
651303380,1
651303407,1
"[1859709438, 651300741]",2
651303396,1
651303397,0
651303408,1
651303434,1
651303412,1
651303414,1
651303418,1
651300745,1
651300762,1
651300750,1
651303429,1
5524265162,0
651300777,1
651300752,1
651303406,1
651303419,1
651300754,1
651303423,1
651303425,1
5524265168,0
5524265163,1
651300787,3
6189799718,1
"[1858602146, 6189799717]",1
651300789,1
651300820,1
3092507581,1
651300836,1
651300816,1
651300839,1
3092507593,1
3092507964,1
651300835,1
1859709719,1
1859709725,1
651300903,1
651300881,2
651300841,0
651300907,2
"[651300910, 651300908]",1
651300904,1
3092507589,2
"[651300915, 651300939]",0
651300924,0
651300863,1
651300895,1
1858602107,0
1858602139,1
651300918,1
3092507612,1
"[651300931, 651300936]",0
3092507582,0
3092507598,1
651300945,1
651300925,1
651300944,2
651300967,0
1858602106,0
"[6200548312, 651300956, 11035768833, 651300962, 6200548319, 6200548315, 1858601975, 6200548324, 1858602039, 6200548313, 1858602120, 6200548316, 6200548321]",0
651301045,2
3730271180,1
3092507628,1
651301047,1
651301075,1
3730271181,0
651301068,0
3092507611,0
3092507932,0
3092507608,0
3092507616,1
651300976,2
11034022971,2
651300963,2
651301042,1
651300968,1
651300978,1
1858602145,1
"[1859709355, 6200548291, 6200548307, 1858602142, 9642861742, 1859709338, 6200548293, 6200548289, 6200548292, 6200548306, 9609374556, 6200548308]",1
5834819651,1
651301062,0
651301093,0
"[6200548288, 651301080]",2
651301009,1
651300999,1
651300980,1
651301005,1
1858602116,2
651301002,1
1858602111,1
651301031,1
651300984,1
651301030,1
"[6200496248, 651300985, 6200496243, 6200496246, 6200496249, 6200496244]",1
"[651301120, 6200496228, 6200496227, 6200496233, 6200496237, 6200496232]",1
1711192896,2
3459087423,1
651301016,1
651301026,1
651301082,1
6200496241,1
651301023,1
651301125,0
651301098,0
651301126,1
"[6200496223, 1858602061, 6200496224, 1858602109, 1858602114, 6200496225, 9609415780, 9704840013]",2
651301102,2
651301099,1
651301079,1
11032412760,1
651301091,0
"[651301104, 651301109, 8465572310, 9609254026, 8465572295, 8465572296, 8465572304, 8465572300, 8465572307, 9609254031, 9609254030]",1
651301105,1
9609374518,0
"[10951090553, 11090877715]",0
11090877709,0
651301087,1
651301088,2
"[6200550356, 6200550360, 11088899304, 1858620717, 6200550361, 1858620723, 1858620728, 6200550357, 6200550358, 6200550359]",2
651301103,1
5025375209,1
11090877713,0
"[6200496202, 6200496203]",1
651301137,0
1858544819,1
1858544737,0
2657542709,1
651303395,1
762075538,1
651304436,1
651304440,1
651304449,1
651304448,0
651304445,0
1860082099,1
1000472297,1
1860082087,1
"[6263286589, 5026619654]",0
"[5315063287, 651304496]",1
651304456,2
651304477,0
"[651304475, 651304478]",1
1861440991,0
651304503,0
"[651304526, 651304523]",0
"[651304524, 651304522]",1
"[651304493, 651304513]",2
"[651304490, 651304495]",1
1861453585,1
6333363123,0
651304518,1
3709247114,0
9196817113,1
9196827439,0
6226819860,0
652559555,2
652559554,0
652559537,0
1852102866,1
5112508130,1
652559552,1
10024509023,1
5112508127,1
5727361497,1
5112508136,1
652559600,1
652559604,1
652559589,0
5112508129,0
652559606,1
652559594,0
664390646,1
1378547434,0
1882270877,0
2444461295,0
"[5567979677, 8332778849]",2
8332778856,1
"[8332778847, 7944831227, 7944831235]",0
667725400,0
667726096,0
"[6335922013, 11749844077, 6335922000, 6335922001, 6335922009, 6335922014]",0
667726105,3
1381185665,1
11214117032,1
667725403,2
11215346860,0
1381236989,1
"[1381185654, 11211007754]",1
"[11215346891, 11215346890]",1
"[667726143, 11212018718, 11212018713]",1
"[1381203048, 6796432729]",1
5728209750,1
"[3256628271, 5728209737, 5728209751, 5728209742, 5728208611, 5728209733, 5728208612, 5728209746, 5728209730, 5728209740]",1
670104536,1
2796028540,2
5026608454,1
"[687432283, 687432285, 2774072670, 687432295, 2774072689, 687432298, 2774072673]",0
6241239460,1
2774072692,1
725981087,1
"[1736354828, 4038362099]",1
"[8447836962, 8965734614, 8447836968, 8965734608]",1
6244067145,1
2690915251,1
697198633,2
1849486168,1
2663315579,1
6236158478,0
6236158796,1
697325013,1
6235518812,3
700646684,1
1858567836,1
1858567881,1
4368617061,1
700651180,0
"[11345581255, 6192105858, 6192105853, 6192105854, 6192105856, 6192105857]",2
"[9357978672, 8964717010, 8964723430]",0
6192105860,1
8964723431,1
"[8964717004, 8964717015]",0
"[703162032, 1861793459, 6235533869]",0
4950061535,3
4986112813,3
6261616605,0
"[1842634465, 709495373, 1842634462, 1842634474, 4327070780, 1842634488]",2
"[3944217299, 3944217321, 3944217322, 3944217300]",0
4926845626,1
4926845625,1
1873963782,2
1861888206,0
6192208240,1
5545644804,1
"[6271764580, 10567552539, 6837323716, 6837637527]",0
"[732404233, 760076529]",0
6837630105,1
2532306816,0
"[757569265, 757569280]",1
"[757569267, 757569279]",2
"[757569295, 757569236, 757569146, 757569356, 757569234, 757569237, 757569255, 757569244, 757569245, 757569247]",2
11133050478,0
6192224693,1
757569252,1
757569404,1
6215604634,1
760077063,1
2645764581,0
"[6200496197, 6200496195, 6200496199, 6200496196, 6200496198]",2
"[11027583006, 11027583007, 11027583020, 11027583025]",0
762890799,2
762890817,1
762890806,0
"[4551715348, 4551715347]",1
1843882441,2
"[1849468775, 1849468685]",1
10039284350,1
10292799800,0
"[10039284393, 10039284381]",0
6190147544,1
1741254403,1
1852203083,1
8282346890,1
"[925058428, 1862645366]",1
925354582,0
1857478413,1
925354607,1
930148793,1
"[3569234300, 3514862323]",1
"[6838877751, 6838877759, 6838877764]",0
3569234379,3
3661254407,0
5252233332,3
943275287,1
943275384,1
943275408,0
943275305,1
943275388,1
943275340,1
943275397,2
1878600681,0
943275329,1
990951380,0
971770186,0
971776525,1
971776371,1
971773715,1
971774560,1
971772307,3
"[971770350, 971776653, 971773528, 971774724]",0
971775231,1
971771952,1
971775275,1
971775984,1
1481369803,1
1481369837,1
971770478,1
"[971776458, 971771999, 971772551, 971773831]",1
"[971774973, 971773035, 971774216, 971772688]",1
971775551,1
971770531,1
971776335,1
971774481,1
971776444,1
971772645,1
971770742,1
971772336,1
971771612,1
971774639,1
971776402,1
971775757,1
971771788,1
971774934,1
971776610,1
971771582,1
971773450,1
10923510187,1
971776036,1
971773405,1
971773756,1
971775307,1
971772019,1
971773066,1
"[971775506, 971775493, 971776662]",1
971775853,1
971773435,2
10923510190,1
10923510192,1
971774312,1
971776220,1
972323862,1
3799360631,1
"[989698804, 6241219829, 6241219827, 6241219828]",1
"[2774072784, 5545644811]",1
989698887,1
11133050475,1
1858567882,1
"[4967110041, 6502113450, 4967109866, 6502113452]",1
4897180684,1
11133050493,1
1858567769,1
1858567852,1
4967110040,1
4967109892,1
989698888,1
"[6241336713, 2774073102, 6241336714, 6241336718, 6241336717]",1
4897180690,1
"[2774073109, 2774073110]",2
6241336729,1
990042277,1
"[1878600705, 990042455, 5611801549, 5611801548, 5611801623, 5611801560, 5611801550, 5611801555, 5611801557]",1
6349463315,1
5611801569,2
"[9643723983, 8468818104, 6048928330, 8468818116, 9643723985, 8468818107, 8468818112, 8468838218]",1
5611801568,1
"[6200844078, 6048928186]",1
991131204,1
"[991131330, 8761090821]",1
8761090830,1
1860063016,1
"[6189440589, 6189440588]",1
"[3574163454, 6189440590]",1
992175668,1
6189440591,0
11090839354,2
1852202936,1
3923006923,1
1051756997,1
1051757016,1
1051756823,2
1051752144,2
1051752253,1
1051753983,1
1051752184,2
1051752209,1
1051752874,1
1051756945,1
1051755431,1
1051756417,1
1051756866,1
6038801794,1
1051753387,1
1051752401,1
1051755185,1
1051755952,1
11043634864,1
5712400184,1
11043634855,1
"[5712400188, 5712400187]",2
11043634866,0
1069234638,1
"[6223398296, 6223397012]",2
"[6207622138, 6207622139, 6207622143, 6223397076, 6207622142]",1
6223397639,1
1093665084,1
4926845667,1
1736286749,1
1264740450,0
4926845669,1
1264740444,1
1119802994,1
1859780135,1
3459088644,0
1859780194,0
"[3459088658, 6115078434, 3459088681, 3459088690, 6115078475, 3459088732, 6115078470, 3459088771, 6115078430, 6115078468, 6115078467, 11096517386]",2
3459088009,2
3459087974,1
1264740460,2
4926845645,2
4926845630,2
1461676388,0
"[6146628496, 4926845629]",0
1271061204,0
1271061220,0
2123813277,1
2947659483,1
2123813260,1
1878600068,1
1878600066,1
"[6539511043, 6539511078, 6539511034, 6539511044, 6539511062, 6539511067]",0
1848971982,0
6539511080,0
1381185511,1
1381185528,1
1381185837,1
11507346937,1
1381264911,1
1381264944,1
1381202976,1
"[6796432519, 5733893067, 6796432555, 6796432700]",1
5733893071,1
6335922031,1
1401578868,1
1428538731,1
"[3459088330, 3459088329, 3459088335, 3459088342, 3459088347, 3459088346, 9655133400, 4356739443]",1
"[1859709768, 6114977899, 6114977913, 6114977893, 6114977905, 6114977909]",1
